#{"t_start": 1758587406.5160213, "env_id": "None"}
r,l,t
0.13,5,1.49423
-1.37,205,2.029376
-0.375,6,2.042176
-0.375,6,2.056583
-0.59,149,2.383521
-0.36,3,2.390736
0.175,96,2.604477
0.115,8,2.620785
0.12,7,2.636544
-1.595,450,4.009707
-0.36,3,4.016894
0.105,10,4.041061
-0.38,7,4.058321
-0.375,6,4.071631
-0.425,16,4.106841
0.08,15,4.14067
0.13,5,4.151683
-0.31,93,4.359467
-0.215,74,4.525665
0.09,13,4.556696
-0.435,118,4.828582
-1.505,332,5.558426
-0.385,8,5.581363
0.085,14,5.61676
-0.35,1,5.620351
-0.405,12,5.649851
-0.38,7,5.669382
0.0,31,5.743407
-0.35,1,5.746099
-0.38,7,5.761687
0.1,11,5.78977
0.055,20,5.834496
-1.12,255,6.47011
-0.025,36,6.552617
-0.35,1,6.555409
-0.37,5,6.566717
-0.02,35,9.044777
-0.165,64,9.181193
-0.805,92,9.381511
-0.245,80,9.548402
-2.03,537,10.72393
-1.465,224,11.234756
0.12,7,11.249633
-0.35,1,11.252141
-0.365,4,11.261043
-0.83,97,11.473463
0.14,3,11.481256
-0.055,42,11.569883
-0.355,2,11.574223
-0.36,3,11.580742
0.09,13,11.607946
-0.235,78,11.904344
-0.585,148,12.241628
-0.35,1,12.244846
-0.69,69,12.407021
-0.28,87,12.60042
-0.605,152,12.930241
-0.355,2,12.936099
-0.525,36,13.008605
0.13,5,13.085672
-0.055,42,13.189175
-0.355,2,13.194751
0.115,8,13.217436
0.085,14,13.252507
-0.62,55,13.388835
-0.52,35,13.477771
0.075,16,13.517188
