#{"t_start": 1758587406.512828, "env_id": "None"}
r,l,t
-0.365,4,1.494698
-0.365,4,1.506218
-0.395,10,1.53373
-0.52,35,1.62577
-0.435,18,1.670677
0.12,7,1.687935
-0.38,7,1.703326
-0.35,1,1.706294
-0.355,2,1.712274
-0.35,1,1.715175
0.14,3,1.725569
-0.66,63,1.912653
0.11,9,1.931885
-0.365,4,1.941347
-1.44,219,2.424958
0.02,27,2.483978
-0.42,15,2.513993
-0.35,1,2.516836
0.125,6,2.531088
-1.03,137,2.845803
-0.37,5,2.858086
0.03,25,2.914292
0.065,18,2.956317
-0.355,2,2.960855
0.415,48,3.065828
-0.35,1,3.069286
-0.71,173,3.792266
-0.21,73,3.972823
0.095,12,4.000491
-0.41,13,4.031487
-0.725,76,4.205552
-0.38,7,4.219594
-0.365,4,4.227708
0.01,29,4.290586
0.055,20,4.339024
-2.595,550,5.56689
-0.355,2,5.572754
-0.415,14,5.607951
-0.37,5,5.622648
-0.37,5,5.635693
0.05,21,5.691451
0.085,14,5.724801
-0.475,26,5.784235
-0.355,2,5.789221
2.895,121,6.072464
0.085,14,6.110665
-0.035,38,6.212728
-0.385,8,6.235852
0.08,15,6.273212
-0.375,6,6.289313
-0.675,66,6.453874
-0.795,90,9.059566
-0.3,91,9.252585
-0.34,199,9.673522
0.145,2,9.677986
0.03,25,9.732658
-0.35,1,9.735804
-0.73,277,10.331888
-0.685,68,10.494279
-0.365,4,10.505569
0.06,19,10.545618
-0.36,3,10.552737
-1.12,155,10.905906
0.05,21,10.954122
0.09,13,10.981133
-0.275,86,11.177164
0.135,4,11.186812
-0.725,176,11.568456
-0.745,80,11.860371
-1.77,385,12.733652
-1.75,281,13.459738
0.02,27,13.52834
