#{"t_start": 1758587406.525369, "env_id": "None"}
r,l,t
-0.455,22,1.533029
0.125,6,1.549414
0.07,17,1.59202
-0.35,1,1.595247
-0.36,3,1.60253
-0.355,2,1.607931
0.025,26,1.672944
0.12,7,1.687913
-0.36,3,1.697479
0.115,8,1.725815
0.11,9,1.751319
0.11,9,1.784729
-0.175,66,1.953068
-0.35,1,1.956582
-0.44,19,1.99607
-1.595,350,2.777125
-0.395,10,2.800686
-0.355,2,2.805991
-0.87,205,3.298338
-0.195,70,3.757307
-0.36,3,3.76366
0.125,6,3.780826
-0.515,34,3.863295
0.135,4,3.872942
-2.595,550,5.126006
-0.335,98,5.337918
-1.91,413,6.337279
-1.165,164,9.113313
-1.84,399,9.962624
-0.41,13,9.989942
-0.155,62,10.124021
-0.83,97,10.340252
0.145,2,10.345458
-0.405,12,10.374599
-1.3,191,10.812896
-1.02,235,11.333185
-0.425,16,11.369938
0.02,27,11.431756
-0.36,3,11.441086
-0.505,32,11.509034
-0.44,19,11.547515
-0.125,56,11.769719
0.045,22,11.830914
0.235,84,12.025929
0.01,29,12.091234
0.075,16,12.127419
0.045,22,12.179575
0.14,3,12.188039
-0.35,1,12.191742
-0.355,2,12.196367
0.09,13,12.228222
-0.1,51,12.342909
0.05,21,12.398702
-0.37,5,12.411325
-1.27,185,12.809936
-0.35,1,12.813252
-1.27,285,13.565224
0.115,8,13.585809
