#{"t_start": 1758587406.5310295, "env_id": "None"}
r,l,t
0.09,13,1.501773
0.11,9,1.528237
-1.5,231,2.108201
0.145,2,2.112721
0.13,105,2.342226
0.105,10,2.365619
-0.36,3,2.373531
-0.35,1,2.376872
0.095,12,2.404334
-0.59,49,2.510463
-0.38,7,2.527595
-0.53,37,2.608802
0.035,24,2.659442
0.015,28,2.725646
-0.36,3,2.73225
-0.385,8,2.750623
-0.35,1,2.754039
0.13,5,2.768724
-0.355,2,2.77523
-1.69,269,3.711125
-0.855,102,3.962132
-0.475,26,4.023822
-0.355,2,4.029899
-0.405,12,4.057783
0.105,10,4.078595
-0.355,2,4.083738
0.13,5,4.094832
-0.38,7,4.110591
0.015,28,4.174647
-0.105,52,4.288551
-0.325,96,4.503893
-0.475,26,4.562563
0.05,21,4.611301
-0.355,2,4.617423
0.125,6,4.631458
-0.285,88,4.840232
-2.45,521,6.013466
0.07,17,6.063839
-0.505,32,6.149869
-1.26,183,8.993702
-0.4,11,9.023122
-2.045,540,10.172561
-0.37,5,10.184553
0.105,10,10.209582
-0.355,2,10.213975
-0.335,98,10.44227
0.085,14,10.472171
-0.365,4,10.482909
0.025,26,10.539483
-0.355,2,10.543887
-0.415,14,10.571559
0.14,3,10.577734
-1.435,218,11.071007
0.065,18,11.113876
0.13,5,11.126801
0.09,13,11.16014
0.08,15,11.193242
0.05,21,11.238225
-0.415,14,11.267778
-1.21,273,11.987806
0.045,22,12.037308
0.075,16,12.073107
0.09,13,12.101243
-0.38,7,12.116732
-0.365,4,12.126781
-0.565,44,12.235461
0.465,38,12.319833
-0.36,3,12.325924
0.09,13,12.356761
-1.895,410,13.358663
-0.35,1,13.362303
-0.07,45,13.475604
-0.495,30,13.55248
