#{"t_start": 1758587406.5215492, "env_id": "None"}
r,l,t
0.075,16,1.519047
-0.42,15,1.562424
-0.165,64,1.728395
-0.355,2,1.734732
0.095,12,1.770484
-0.35,1,1.773879
-1.79,289,2.44255
-0.35,1,2.44544
-0.405,12,2.469118
-0.005,32,2.543474
-0.35,1,2.547069
-0.89,109,2.794461
-1.805,292,3.787061
-0.425,16,3.827962
0.135,4,3.837352
-0.415,14,3.869711
-0.615,54,4.001629
-0.53,137,4.310899
0.075,16,4.347737
-0.52,135,4.655101
-0.35,1,4.660952
-1.27,185,5.073093
-0.405,12,5.099647
-0.42,15,5.134314
-3.165,564,6.480951
-0.065,44,6.577868
-0.185,68,9.123966
-0.455,22,9.170755
-0.405,12,9.196429
-0.075,46,9.294751
-0.35,1,9.297373
-0.63,157,9.629579
0.005,30,9.693668
0.05,21,9.741009
-1.11,253,10.281512
-0.355,2,10.285815
-0.355,2,10.290125
-0.355,2,10.296154
-0.07,45,10.409971
-0.36,3,10.416744
-0.36,3,10.424548
-0.35,1,10.427587
0.01,29,10.488323
-0.445,20,10.532684
0.02,27,10.589512
-0.385,8,10.606008
0.11,9,10.626996
-0.465,24,10.680027
-0.37,5,10.691107
0.1,11,10.71924
0.115,8,10.741033
-0.365,4,10.750188
0.125,6,10.763433
-0.36,3,10.770471
0.53,25,10.82912
-0.36,3,10.837062
-0.355,2,10.842268
-0.42,15,10.875811
0.09,13,10.904438
0.105,10,10.927095
-3.9,711,12.639533
-0.61,53,12.749352
-0.39,9,12.768273
-0.02,35,12.847773
-0.41,13,12.877882
