#{"t_start": 1758587406.5294583, "env_id": "None"}
r,l,t
-1.905,412,2.462203
-0.345,100,2.682062
-0.1,51,2.807152
-0.575,146,3.129518
0.095,12,3.157558
-0.935,218,4.006496
0.14,3,4.012704
0.12,7,4.030702
0.125,6,4.046018
0.095,12,4.071987
0.09,13,4.101336
-0.395,10,4.123167
-0.285,88,4.319942
-0.55,41,4.412117
-1.255,182,4.832956
0.065,18,4.876323
0.11,9,4.895836
-0.32,95,5.098732
-0.38,7,5.114242
-0.71,173,5.490056
0.01,29,5.560501
0.145,2,5.565211
0.095,12,5.596167
0.135,4,5.608124
-0.375,6,5.622627
-0.37,5,5.633847
-0.385,8,5.657243
0.08,15,5.695751
0.07,17,5.733903
-0.015,34,5.812393
0.07,17,5.849567
-0.445,120,6.145392
-0.365,4,6.157144
0.09,13,6.19018
-0.355,2,6.197286
-0.36,3,6.205179
-0.35,1,6.208437
-0.105,52,6.341256
-0.5,131,9.048102
0.115,8,9.065119
-0.615,154,9.397528
-0.36,3,9.404569
0.085,14,9.434523
-0.285,88,9.612247
-1.405,312,10.283332
-0.53,137,10.59575
-0.395,10,10.620106
-0.075,46,10.727633
0.08,15,10.763566
-0.37,5,10.775819
-0.095,50,10.890451
0.35,61,11.023432
-0.405,112,11.275676
-1.605,352,12.176411
-0.36,3,12.184901
0.09,13,12.215991
-0.595,150,12.559939
-0.38,7,12.575117
0.145,2,12.580202
-0.365,4,12.590265
-0.39,9,12.608928
-0.44,19,12.648538
-0.385,8,12.668863
-0.795,90,12.859466
-0.35,1,12.862276
-0.355,2,12.867406
0.075,16,12.903304
-0.245,80,13.147259
0.125,6,13.162831
-0.16,63,13.32569
