#{"t_start": 1758587406.5267553, "env_id": "None"}
r,l,t
-0.795,90,1.706736
-0.405,12,1.744349
-0.05,41,1.874058
0.105,10,1.894734
-1.605,352,2.668691
-0.385,8,2.687927
-0.53,37,2.778575
0.005,30,2.849166
0.13,5,2.860395
-0.36,3,2.86668
0.29,73,3.031829
0.04,23,3.0813
-0.165,64,3.228089
-0.35,1,3.231228
-0.1,51,3.666549
-0.35,1,3.672654
-0.365,4,3.682496
-0.375,6,3.697044
-0.375,6,3.710736
-0.285,88,3.927863
-0.39,9,3.949224
-1.57,345,4.736735
-0.79,189,5.160177
0.09,13,5.186486
0.03,25,5.240312
-0.35,1,5.243226
-1.235,178,5.647519
-0.38,7,5.666723
-0.36,3,5.674701
0.14,3,5.683056
-0.44,19,5.726193
-4.0,1000,10.382941
-0.565,44,10.486252
0.36,59,10.61325
0.13,5,10.625786
-0.415,14,10.656823
0.06,19,10.69851
-0.18,67,10.859707
0.145,2,10.864092
-0.45,121,11.13371
-0.4,11,11.161032
0.0,31,11.228586
-0.02,35,11.302854
0.105,10,11.323758
0.075,16,11.359549
0.065,18,11.397905
-0.675,66,11.543561
-0.055,42,11.634518
0.115,8,11.73639
-0.37,5,11.762715
-0.51,33,11.854952
0.12,7,11.871461
0.115,8,11.894652
-0.72,175,12.293883
-0.71,73,12.465555
0.095,12,12.490637
-0.37,5,12.503928
0.28,75,12.664954
