#{"t_start": 1758587406.520093, "env_id": "None"}
r,l,t
0.095,12,1.50904
-0.365,4,1.51973
-0.355,2,1.528522
-0.4,11,1.557139
-0.08,47,1.673884
0.07,17,1.72216
0.095,12,1.760459
0.135,4,1.771005
-0.385,8,1.802102
-0.555,142,2.132668
-0.45,21,2.17966
-0.39,9,2.199521
-0.35,1,2.202121
0.1,11,2.225644
0.02,27,2.285398
-0.395,10,2.306256
0.135,4,2.317118
-0.085,48,2.424195
-0.36,3,2.431539
-0.92,215,2.918056
0.12,7,2.93539
-1.835,398,4.184498
0.025,26,4.238883
-0.45,21,4.286765
-0.61,53,4.40738
-0.425,16,4.443727
0.035,24,4.496642
-0.45,21,4.545889
-0.105,52,4.670158
-0.4,11,4.697404
-2.53,537,5.915565
-0.68,67,6.071514
0.1,11,6.10059
-0.56,143,6.469385
-0.775,86,9.064476
-0.45,21,9.105868
0.11,9,9.12459
-0.02,35,9.200479
-0.24,79,9.371071
2.88,124,9.630236
-0.42,15,9.661952
-0.785,88,9.854966
-0.355,2,9.859757
-0.355,2,9.864535
-0.75,81,10.030564
0.075,16,10.064165
-0.16,63,10.203077
-0.355,2,10.20744
-0.505,32,10.274554
-0.91,213,10.767415
-0.71,73,10.934925
-0.365,4,10.944373
0.065,18,10.982942
-0.02,35,11.057784
-0.2,71,11.222022
-1.42,315,12.033785
-0.095,50,12.150571
-0.43,17,12.18826
-0.395,10,12.212819
0.055,20,12.262325
-0.42,15,12.295186
-0.355,2,12.299643
-0.38,7,12.315772
0.12,7,12.329762
0.07,17,12.370176
-0.365,4,12.3802
-0.04,39,12.474584
0.085,14,12.504708
-2.015,434,13.578425
