#{"t_start": 1758587406.5280004, "env_id": "None"}
r,l,t
-0.925,216,2.031257
-0.365,4,2.040216
0.095,12,2.066839
-0.66,63,2.205596
0.105,10,2.226562
-0.35,1,2.229122
-0.38,7,2.245239
-0.355,2,2.249738
-0.395,10,2.271104
-0.365,4,2.280328
-0.1,51,2.39276
-0.375,6,2.406509
-2.205,372,3.256449
-0.35,1,3.259678
-0.065,44,3.67624
-0.91,113,3.953262
-0.355,2,3.958779
0.11,9,3.977848
-1.0,131,4.273157
0.125,6,4.288744
-0.43,17,4.328767
0.075,16,4.364232
0.13,5,4.376858
0.07,17,4.412783
-0.355,102,4.645921
-1.56,343,5.41029
-0.515,34,5.480608
-1.535,238,6.047671
-0.35,1,6.051085
-0.36,3,6.060848
-0.365,4,6.072777
0.12,7,6.089457
0.145,2,6.096648
0.1,11,6.124447
0.065,18,6.174276
0.075,16,6.21772
0.01,29,6.292906
-0.355,2,6.29798
-0.365,4,6.30796
-0.555,42,6.411111
-1.18,167,9.183143
-0.37,5,9.195279
-0.37,5,9.205928
-0.38,7,9.219933
0.13,5,9.230949
-0.49,129,9.507216
-0.505,132,9.789526
-0.85,101,9.999377
0.12,7,10.013526
0.03,25,10.06961
0.09,13,10.097452
-1.135,258,10.676426
0.095,12,10.706174
-0.37,5,10.719263
-0.36,3,10.726536
0.005,30,10.796887
0.135,4,10.807709
0.055,20,10.853985
0.085,14,10.884309
0.105,10,10.908174
3.33,34,10.983716
-0.385,8,10.999836
0.45,41,11.08818
-0.455,22,11.142811
0.085,14,11.176513
-0.295,90,11.371285
0.08,15,11.402345
-0.365,4,11.411904
-0.365,4,11.422241
-0.945,220,12.026792
0.125,6,12.039524
-0.375,6,12.053526
-0.35,1,12.056481
-0.365,4,12.065193
-0.455,122,12.348016
-0.42,15,12.387444
0.075,16,12.427677
0.095,12,12.452437
0.135,4,12.461771
-0.41,13,12.490164
-0.045,40,12.575814
-0.04,39,12.660956
-0.355,2,12.666626
