#{"t_start": 1758587406.5112662, "env_id": "None"}
r,l,t
-0.88,207,2.026049
-0.35,1,2.02893
-0.355,2,2.033219
-0.86,203,2.482531
-0.355,2,2.488336
-0.725,176,2.889681
0.115,8,2.906189
-0.355,2,2.910666
0.095,12,2.938521
-1.645,260,3.862328
-0.355,2,3.868232
-0.005,32,3.948445
-0.46,23,4.001014
-0.35,1,4.005095
-1.395,310,4.714401
-0.12,55,4.837991
-0.97,225,5.330862
0.085,14,5.360848
0.015,28,5.423414
-0.37,5,5.436569
0.04,23,5.481722
-0.425,16,5.517028
-0.35,1,5.520236
0.04,23,5.57345
-0.085,48,5.70105
-0.365,4,5.71076
-0.485,28,5.773447
0.1,11,5.80201
-1.75,481,9.330867
-0.415,14,9.360498
-0.38,7,9.376215
-0.35,1,9.378952
-0.385,8,9.398782
0.12,7,9.414355
-0.055,142,9.709929
-0.385,8,9.727185
-0.36,3,9.733346
-0.89,209,10.179385
0.11,9,10.198325
-0.36,3,10.206402
-1.0,231,10.731807
0.115,8,10.754017
0.115,8,10.770842
-0.02,35,10.855169
-0.365,4,10.863244
-1.295,190,11.286246
-0.015,34,11.358865
-0.37,5,11.370069
0.015,28,11.432648
-0.355,2,11.43778
0.06,119,11.799841
0.07,17,11.847701
-0.35,1,11.851116
-0.58,47,11.964719
-1.775,386,12.83142
-0.36,3,12.838387
-0.425,16,12.872306
0.085,14,12.906531
-1.065,144,13.312258
