#{"t_start": 1758587406.5187278, "env_id": "None"}
r,l,t
-0.425,16,1.520235
0.035,24,1.585367
0.035,24,1.647307
0.045,22,1.701337
0.53,25,1.784967
-0.715,174,2.191155
-1.725,476,3.274925
0.32,67,3.742864
-0.355,2,3.750135
0.1,11,3.774517
-1.86,303,4.477386
-0.865,104,4.721669
-0.39,9,4.739308
-0.395,10,4.761054
0.095,12,4.787766
-0.365,4,4.797199
-0.355,2,4.802265
-0.35,1,4.804869
0.08,15,4.842156
-0.36,3,4.851395
-1.345,300,5.50338
-0.4,11,5.529878
0.075,16,5.567776
0.13,5,5.581672
-0.35,1,5.584836
-0.385,8,5.602962
-0.35,1,5.60584
0.065,18,5.652517
-0.355,2,5.657998
-0.41,13,5.69472
-0.31,93,5.910191
-0.355,2,5.916119
0.085,14,5.945127
-0.36,3,5.952614
-0.01,33,6.022548
-0.355,2,6.030264
-1.21,173,6.482843
0.13,5,6.495716
-0.475,126,9.166956
-0.295,90,9.359426
0.125,6,9.375617
-2.075,346,10.109419
-0.38,107,10.345895
-0.685,168,10.731189
0.13,5,10.742975
-0.39,109,10.992021
0.03,25,11.044173
-0.73,177,11.44089
-0.35,1,11.443691
-1.335,298,12.229356
-0.21,73,12.401515
-0.85,201,12.839966
0.235,84,13.087375
-0.35,1,13.08995
-0.35,1,13.092733
-0.435,118,13.389109
-0.35,1,13.392233
-0.23,77,13.586999
