#{"t_start": 1758583306.644588, "env_id": "None"}
r,l,t
-1.43,144,1.620209
-0.9,41,1.691411
-2.15,166,1.979326
-6.84,685,3.694019
-0.69,70,3.814286
-7.7,771,5.18903
-1.65,116,5.552423
-0.83,34,5.616298
-9.0,1000,7.867199
-9.0,1000,10.327456
-4.74,724,12.06823
-3.87,388,13.19779
-1.83,433,13.944787
-2.37,238,14.358513
-1.65,415,15.703682
-0.57,307,16.236308
-1.19,120,16.444258
-1.66,167,16.722031
-0.77,78,16.859169
-1.84,185,17.17249
-1.66,167,17.942489
-0.7,71,18.066093
1.71,79,18.208023
0.88,162,18.482023
0.19,231,18.882905
-0.95,345,19.476754
-0.9,91,20.077006
1.09,141,20.32336
-0.51,52,20.410285
1.31,119,20.614484
-0.7,71,20.73637
1.69,81,20.87577
1.23,127,21.095534
1.51,99,21.263168
1.65,85,21.41486
-0.75,76,21.543967
1.51,99,21.715848
-0.69,70,22.342769
-0.62,63,22.455095
1.65,85,22.598496
1.42,108,22.969589
-0.62,63,23.083049
1.69,81,23.22668
1.42,108,23.421998
-0.73,74,23.551425
-1.06,107,23.738398
-0.9,91,26.606735
1.7,80,26.752609
1.19,131,26.980796
1.73,77,27.588604
1.88,62,27.704146
1.66,84,27.896412
-0.59,60,28.000156
1.78,72,28.12519
-0.94,95,28.289877
-0.91,92,28.453856
-0.71,72,28.577275
1.78,72,28.714201
1.86,64,28.821526
1.32,118,29.020346
1.41,109,29.20956
-0.7,71,29.804619
-0.67,68,29.920555
1.61,89,30.071881
-0.59,60,30.177757
1.75,75,30.311972
1.69,81,30.451046
1.78,72,30.572899
1.83,67,30.688689
1.6,90,30.849164
1.77,73,30.971611
1.65,85,31.119231
-0.36,37,31.182673
1.91,59,31.283854
1.59,91,31.443129
-0.39,40,31.510129
1.48,102,32.168082
1.53,97,32.334789
-0.46,47,32.417456
-0.38,39,32.483422
1.47,103,32.658096
1.71,79,32.793967
1.71,79,32.938741
