#{"t_start": 1758583306.6435466, "env_id": "None"}
r,l,t
-2.19,170,1.666563
-0.7,21,1.702806
-2.04,205,2.058772
-0.59,60,2.162516
-3.75,376,2.823509
-1.16,67,2.938115
-1.19,70,3.058418
-0.82,33,3.114644
-9.0,1000,5.569324
-1.3,81,6.206208
-1.1,111,6.40275
-9.5,1000,8.66211
-2.91,292,9.163228
-7.5,1000,11.616816
-6.08,858,13.552712
-2.44,245,13.977265
-1.25,375,14.626627
-0.64,15,14.652601
-0.94,344,15.872854
-1.01,102,16.047689
-1.0,101,16.227047
-1.88,438,16.971412
-0.42,292,17.955109
1.26,124,18.17372
-1.62,163,18.453049
-0.21,271,18.92145
-1.47,148,19.176678
0.16,234,20.02207
1.55,95,20.186151
1.57,93,20.349399
-0.74,75,20.476204
0.4,210,20.837266
1.25,125,21.053409
1.39,111,21.241893
-0.63,64,21.35721
1.39,111,21.546741
-0.65,16,21.575775
-0.68,69,21.69502
-0.46,47,21.775288
1.31,119,22.490185
-0.68,69,22.606231
-0.43,44,22.862188
1.2,130,23.096075
-0.71,72,23.223936
1.29,121,23.443201
1.71,79,23.579866
1.76,74,23.709793
-0.62,63,23.824303
1.53,97,26.701614
1.32,118,26.911178
-0.5,51,27.474252
1.71,79,27.613362
1.74,76,27.783151
1.8,70,27.918327
-0.45,46,27.997583
1.54,96,28.166587
1.58,92,28.325844
1.67,83,28.471201
2.02,48,28.554008
-0.47,48,28.646745
1.88,62,28.755298
1.67,83,28.895046
1.72,78,29.027033
1.69,81,29.167158
1.6,90,29.795517
1.78,72,29.918101
1.74,76,30.047334
1.82,68,30.16582
1.84,66,30.28533
-0.43,44,30.360604
1.89,61,30.465673
1.86,64,30.57384
-0.48,49,30.65747
1.76,74,30.790967
-0.58,59,30.892406
1.25,125,31.105378
-0.94,95,31.268788
1.55,95,31.43561
1.72,78,32.048712
1.8,70,32.170938
1.56,94,32.332263
-0.42,43,32.407779
1.79,71,32.52831
1.87,63,32.634925
-0.92,93,32.794914
-0.64,65,32.914886
-0.62,63,33.031413
1.97,53,33.121223
-0.92,93,33.279674
1.96,54,33.371444
1.52,98,33.542369
1.7,80,33.677621
1.86,64,33.786842
1.45,105,34.450901
1.67,83,34.592262
1.69,81,34.72932
1.73,77,34.864516
1.88,62,34.976883
1.79,71,35.098992
1.76,74,35.22617
1.86,64,35.337278
1.64,86,35.594027
1.46,104,35.77468
1.71,79,35.913049
1.84,66,36.039648
1.54,96,36.728494
1.79,71,36.851402
1.71,79,36.985296
1.9,60,37.094013
2.02,48,37.1786
1.94,56,37.273026
1.9,60,37.375057
1.91,59,37.475062
1.96,54,37.567323
1.84,66,37.679537
1.95,55,37.772105
2.03,47,37.853834
1.9,60,37.961121
1.89,61,38.068774
1.73,77,38.204248
2.02,48,38.28621
1.89,61,38.393022
1.76,74,39.000358
2.02,48,39.083766
