#{"t_start": 1758583306.6336074, "env_id": "None"}
r,l,t
-2.65,216,1.756239
-3.47,348,2.358532
-2.09,210,2.733568
-1.8,181,3.044368
-1.99,200,3.910908
-2.96,297,4.430554
-0.9,91,4.604121
-1.91,192,4.939627
-2.37,238,5.527654
-1.99,250,6.461891
-1.0,51,6.550354
-9.5,1000,8.816447
-0.87,38,8.880547
-9.0,1000,11.328664
-5.9,840,13.229795
-2.31,232,13.631148
-0.65,16,13.659128
-9.0,1000,16.013825
-1.39,140,16.261271
-0.98,99,16.433114
-1.53,403,17.110799
-0.66,67,17.228717
-0.26,276,18.193986
-1.13,114,18.388808
0.61,189,18.720683
-0.74,75,18.845583
1.0,150,19.103268
1.16,134,19.336144
-0.46,47,19.415261
-2.3,231,20.252338
1.48,102,20.431288
1.14,136,20.664177
-0.66,67,20.780583
-0.53,54,20.872502
-0.8,81,21.01109
-0.9,91,21.168844
1.25,125,21.387264
-1.18,119,21.593
1.13,137,22.331219
-0.67,68,22.455653
-0.76,77,22.585179
-0.59,60,22.868131
1.73,77,23.006662
-0.84,85,23.159746
1.68,82,23.304111
-0.41,42,23.378296
1.5,100,23.558552
-0.52,53,23.650767
1.43,107,23.842647
1.51,99,26.724024
-0.37,38,26.794166
1.57,93,26.954801
1.36,114,27.630937
-0.88,89,27.835387
-0.52,53,27.927889
-0.67,18,27.959416
1.34,116,28.16219
-0.5,51,28.249036
1.7,80,28.39235
1.68,82,28.531026
-0.9,91,28.702361
1.74,76,28.830422
-0.28,29,28.879046
1.33,117,29.079181
1.73,77,29.211792
-1.29,130,29.906879
1.9,60,30.008006
1.57,93,30.169761
1.6,90,30.331218
-0.54,55,30.425843
1.67,83,30.566559
1.91,59,30.667044
1.65,85,30.821053
1.74,76,30.949527
1.54,96,31.11319
1.45,105,31.294405
1.78,72,31.421951
-0.42,43,31.493892
1.76,74,32.100012
-0.88,89,32.256183
1.42,108,32.443466
-0.6,61,32.546595
1.68,82,32.68697
-0.46,47,32.766878
1.66,84,32.918513
1.84,66,33.040966
1.79,71,33.161938
1.69,81,33.299311
1.91,59,33.399779
1.63,87,33.551917
1.81,69,33.668261
1.87,63,33.775584
1.83,67,34.373367
1.87,63,34.483398
1.85,65,34.593404
2.01,49,34.676074
1.53,97,34.842448
1.6,90,35.005216
1.83,67,35.120557
1.73,77,35.252463
1.56,94,35.416594
1.75,75,35.656109
1.65,85,35.802994
1.74,76,35.934428
1.9,60,36.051076
1.88,62,36.179837
2.05,45,36.75809
1.91,59,36.86097
1.88,62,36.966242
1.72,78,37.105402
1.95,55,37.202108
1.88,62,37.306391
1.94,56,37.401862
1.93,57,37.498673
1.9,60,37.600985
1.68,82,37.740181
1.95,55,37.833011
1.82,68,37.955227
1.96,54,38.047745
1.9,60,38.156939
1.93,57,38.254329
1.96,54,38.347812
2.05,45,38.426424
2.04,46,38.985914
2.02,48,39.069169
1.89,61,39.178619
2.09,41,39.24934
1.94,56,39.346418
1.88,62,39.461828
1.84,66,39.573175
1.7,80,39.707579
2.02,48,39.788119
2.03,47,39.867965
1.92,58,39.969499
1.45,105,40.164646
1.69,81,40.303585
1.91,59,40.404756
2.02,48,40.487055
1.86,64,40.596463
1.88,62,40.702038
1.91,59,41.303574
2.01,49,41.386231
1.99,51,41.474144
1.85,65,41.584873
2.06,44,41.663737
1.95,55,41.757476
1.94,56,41.854429
2.05,45,41.93175
2.05,45,42.008666
2.03,47,42.088974
2.06,44,42.163403
1.8,70,42.29804
2.02,48,42.381966
1.89,61,42.487335
1.99,51,42.573932
1.91,59,42.672914
2.03,47,42.751927
2.03,47,42.830943
1.93,57,42.927477
2.04,46,43.498996
1.76,74,43.62841
