#{"t_start": 1758583306.6467197, "env_id": "None"}
r,l,t
-1.27,78,1.48254
-3.23,274,1.979028
-1.78,179,2.289028
-1.66,117,2.505912
-1.85,186,2.823848
-4.49,450,4.12802
-1.93,194,4.46593
-1.07,108,4.665323
-2.55,256,5.116558
-9.5,1000,7.538496
-9.0,1000,9.811345
-9.0,1000,12.221011
-1.49,150,12.472943
-2.88,289,13.44236
-2.29,230,13.839287
-1.48,149,14.10096
-0.93,343,14.69174
-1.83,433,16.065607
-0.9,91,16.225727
-1.01,102,16.403542
0.35,215,16.762888
-0.02,252,17.193559
1.21,129,17.899692
0.9,160,18.18139
-0.69,70,18.300931
0.72,178,18.604223
-0.8,81,18.751268
-0.83,84,18.891005
0.71,179,19.199549
-1.37,138,19.437809
-0.85,86,20.028414
1.15,135,20.262087
-1.02,103,20.43938
-1.44,145,20.687938
-1.06,107,20.871763
-1.0,101,21.046849
-1.57,158,21.321918
-0.56,57,21.419632
1.15,135,21.652477
-0.81,82,22.292506
1.04,146,22.552629
-0.72,73,22.857296
-0.47,48,22.941473
-0.67,68,23.067165
-0.38,39,23.135962
-0.52,53,23.229749
1.79,71,23.355038
-0.7,71,23.485335
1.25,125,23.703166
-0.51,52,23.798632
-0.52,53,26.595878
-0.55,56,26.69679
-0.92,93,26.863365
-0.57,58,26.963352
1.76,74,27.564912
1.61,89,27.750147
1.66,84,27.921185
1.68,82,28.062161
-0.69,70,28.186001
-0.41,42,28.257652
-0.69,70,28.382937
1.81,69,28.499968
1.84,66,28.616412
1.55,95,28.789177
-0.57,58,28.886794
-0.49,50,28.970872
-0.38,39,29.037767
1.75,75,29.167813
-0.92,93,29.800793
2.01,49,29.88405
-0.44,45,29.960534
1.63,87,30.109308
1.57,93,30.276847
1.7,80,30.414927
1.84,66,30.527026
1.6,90,30.68113
1.64,86,30.835406
1.69,81,30.971273
1.67,83,31.115401
1.57,93,31.274525
1.93,57,31.376697
-0.5,51,31.462736
1.72,78,32.075335
1.8,70,32.198967
1.88,62,32.304896
-0.58,59,32.408457
1.68,82,32.547559
-0.54,55,32.640573
1.82,68,32.757617
1.74,76,32.8954
1.62,88,33.05549
1.73,77,33.186188
1.87,63,33.293863
1.81,69,33.411885
1.66,84,33.558022
1.69,81,33.694988
1.33,117,34.378124
2.03,47,34.460625
1.55,95,34.621338
1.68,82,34.759922
1.99,51,34.850173
1.87,63,34.96543
1.68,82,35.105951
1.78,72,35.229857
1.98,52,35.320683
1.86,64,35.433192
1.77,73,35.667409
1.83,67,35.7829
1.85,65,35.895785
1.84,66,36.022766
2.06,44,36.110393
1.53,97,36.790492
1.97,53,36.880331
1.67,83,37.026138
1.86,64,37.137864
2.06,44,37.214911
1.98,52,37.302268
1.93,57,37.399316
1.96,54,37.491055
1.96,54,37.583065
1.81,69,37.700819
1.99,51,37.786236
1.95,55,37.883255
1.81,69,38.004063
1.75,75,38.139076
1.84,66,38.252549
1.98,52,38.342227
1.91,59,38.445197
1.93,57,39.022956
2.04,46,39.106806
1.87,63,39.216515
1.94,56,39.313829
2.0,50,39.408325
1.9,60,39.508888
1.94,56,39.604309
1.93,57,39.700007
1.93,57,39.796595
2.03,47,39.874963
1.93,57,39.975476
1.92,58,40.084483
1.96,54,40.184927
1.94,56,40.279239
1.96,54,40.371005
1.99,51,40.459391
1.94,56,40.554461
1.92,58,40.653256
2.02,48,41.235789
2.04,46,41.315332
1.79,71,41.436134
1.79,71,41.555883
1.89,61,41.665254
2.08,42,41.736204
1.92,58,41.836575
1.98,52,41.926589
2.05,45,42.003558
1.79,71,42.124427
1.9,60,42.22945
2.01,49,42.327101
1.89,61,42.431346
2.02,48,42.513361
2.04,46,42.591023
2.01,49,42.673715
1.89,61,42.776104
2.0,50,42.860182
1.79,71,42.981646
2.1,40,43.544189
2.06,44,43.621006
2.08,42,43.691972
1.9,60,43.793778
2.09,41,43.86448
2.02,48,43.946856
2.1,40,44.01428
1.99,51,44.101656
2.05,45,44.181965
2.09,41,44.254621
2.03,47,44.339498
2.03,47,44.419743
1.97,53,44.508746
2.02,48,44.59129
1.99,51,44.677603
1.95,55,44.783
1.98,52,44.874322
2.06,44,44.951169
1.91,59,45.055784
1.94,56,45.151755
1.99,51,45.238144
2.12,38,45.839326
1.93,57,45.980897
2.13,37,46.050947
2.12,38,46.122189
2.02,48,46.209267
2.02,48,46.291722
2.07,43,46.365953
2.0,50,46.455829
2.07,43,46.529227
2.05,45,46.606783
2.07,43,46.680247
2.03,47,46.76291
2.13,37,46.829637
1.94,56,46.926862
2.02,48,47.011368
2.05,45,47.090617
2.05,45,47.168018
2.06,44,47.243244
2.07,43,47.316932
1.85,65,47.427787
2.09,41,47.507417
1.97,53,47.601614
1.99,51,48.129558
2.06,44,48.204545
2.06,44,48.28231
2.09,41,48.352528
2.12,38,48.416955
2.05,45,48.497227
2.05,45,48.575826
2.08,42,48.646733
2.11,39,48.71265
2.05,45,48.790119
2.13,37,48.853831
2.06,44,48.937744
2.11,39,49.011515
2.1,40,49.182381
2.1,40,49.251174
2.1,40,49.319315
2.02,48,49.402066
2.08,42,49.474161
2.12,38,49.54318
1.95,55,49.637294
2.1,40,49.705829
2.07,43,49.779903
2.04,46,49.860491
2.04,46,49.945439
2.06,44,50.617061
2.13,37,50.681017
2.1,40,50.749041
2.12,38,50.813653
2.1,40,50.882638
2.13,37,50.946443
2.03,47,51.037071
2.06,44,51.120732
2.06,44,51.196101
2.08,42,51.267799
2.09,41,51.339108
2.06,44,51.414132
2.1,40,51.483402
2.1,40,51.552536
2.12,38,51.618882
1.89,61,51.726501
2.02,48,51.808288
2.07,43,51.883013
2.13,37,51.948558
2.05,45,52.027491
2.07,43,52.101572
2.1,40,52.169704
2.06,44,52.24382
2.12,38,52.309671
2.09,41,52.89046
2.12,38,52.955376
2.13,37,53.026183
2.14,36,53.088685
2.08,42,53.159897
2.06,44,53.2353
2.16,34,53.294308
1.94,56,53.390909
2.12,38,53.458493
2.13,37,53.520977
2.11,39,53.588718
2.13,37,53.653328
2.12,38,53.721559
2.12,38,53.787703
2.04,46,53.867521
2.13,37,53.932189
2.07,43,54.004646
2.13,37,54.070895
2.02,48,54.152712
2.15,35,54.212554
2.1,40,54.281108
2.0,50,54.367101
2.1,40,54.438323
2.12,38,54.501752
2.12,38,54.566106
2.1,40,55.100404
2.13,37,55.164474
2.13,37,55.229209
2.08,42,55.303306
2.08,42,55.376883
2.09,41,55.447199
2.12,38,55.513017
2.15,35,55.573022
2.11,39,55.645165
2.11,39,55.716218
2.13,37,55.781263
2.11,39,55.852651
2.13,37,55.916877
2.12,38,55.981537
2.15,35,56.042968
2.13,37,56.106767
2.15,35,56.16808
2.14,36,56.231061
2.12,38,56.296037
2.13,37,56.359653
2.14,36,56.422924
2.1,40,56.490584
2.16,34,56.549636
2.14,36,56.613022
2.16,34,56.670696
2.14,36,56.732992
1.99,51,56.824495
2.13,37,56.898951
2.16,34,57.428659
2.15,35,57.490964
2.16,34,57.55122
2.13,37,57.615236
2.14,36,57.677395
2.1,40,57.747197
2.13,37,57.813516
2.15,35,57.876608
2.08,42,57.955195
2.13,37,58.019968
2.1,40,58.08877
2.13,37,58.153712
2.13,37,58.218253
2.15,35,58.27816
2.08,42,58.352953
1.81,69,58.477588
2.12,38,58.543268
2.14,36,58.605191
2.15,35,58.66568
2.13,37,58.727958
2.12,38,58.791611
2.13,37,58.858447
2.14,36,58.92162
2.12,38,58.993486
2.12,38,59.065139
2.12,38,59.130718
2.13,37,59.640288
2.14,36,59.700713
2.13,37,59.763933
2.13,37,59.826959
2.09,41,59.899119
2.16,34,59.960124
2.14,36,60.036439
2.1,40,60.108414
2.11,39,60.175226
2.12,38,60.239777
2.13,37,60.307977
2.12,38,60.377718
2.16,34,60.437567
2.12,38,60.504802
2.13,37,60.569256
2.15,35,60.62966
2.14,36,60.694148
2.16,34,60.754407
2.15,35,60.81721
2.14,36,60.880625
2.13,37,60.948526
2.13,37,61.015673
2.15,35,61.084881
2.06,44,61.165665
2.12,38,61.238648
2.15,35,61.304059
2.11,39,61.371871
2.12,38,61.438107
2.15,35,62.018892
2.12,38,62.089849
2.14,36,62.154256
2.15,35,62.215622
2.16,34,62.275651
2.16,34,62.336268
2.14,36,62.398907
2.14,36,62.462751
2.13,37,62.528699
2.14,36,62.593762
2.14,36,62.655689
2.14,36,62.717237
2.16,34,62.775174
2.16,34,62.8348
2.13,37,62.898334
2.14,36,62.959558
2.16,34,63.028148
2.14,36,63.101351
2.12,38,63.175023
2.14,36,63.237361
2.15,35,63.300313
2.16,34,63.360792
2.04,46,63.441598
2.11,39,63.508177
2.15,35,63.568317
2.15,35,63.627528
2.15,35,63.688269
2.13,37,63.750319
2.16,34,64.274173
2.15,35,64.333503
2.13,37,64.400824
2.15,35,64.467376
2.13,37,64.532089
2.15,35,64.592838
2.15,35,64.653743
2.14,36,64.718744
2.15,35,64.780546
2.07,43,64.853534
2.16,34,64.912609
2.15,35,64.972914
2.11,39,65.040753
2.13,37,65.103849
2.13,37,65.167568
2.15,35,65.232439
2.13,37,65.296462
2.14,36,65.357311
2.14,36,65.419534
2.16,34,65.477629
2.15,35,65.537491
2.14,36,65.598557
2.15,35,65.658578
2.13,37,65.722086
2.12,38,65.788788
2.14,36,65.84971
2.15,35,65.909801
2.14,36,65.976382
2.14,36,66.040055
2.15,35,66.589281
2.14,36,66.65105
2.16,34,66.710689
2.16,34,66.769026
2.12,38,66.83561
2.16,34,66.897714
2.16,34,66.958608
2.13,37,67.021702
2.16,34,67.079961
2.15,35,67.1401
2.15,35,67.201183
2.16,34,67.26088
2.16,34,67.324302
2.13,37,67.390057
2.16,34,67.449887
2.14,36,67.512424
2.13,37,67.577509
2.16,34,67.63526
2.14,36,67.696699
2.14,36,67.759132
2.15,35,67.823965
2.14,36,67.891102
2.16,34,67.951358
2.15,35,68.014372
2.13,37,68.081398
2.14,36,68.146994
2.16,34,68.208384
2.15,35,68.271214
2.16,34,68.332688
2.16,34,69.399928
2.14,36,69.465821
2.16,34,69.527159
2.16,34,69.587142
2.16,34,69.6452
2.16,34,69.704345
2.16,34,69.763482
2.14,36,69.82599
2.16,34,69.884102
2.16,34,69.942749
2.16,34,70.003327
2.16,34,70.065988
2.16,34,70.12411
2.16,34,70.182523
2.15,35,70.248539
2.16,34,70.309541
2.15,35,70.369418
2.16,34,70.428066
2.14,36,70.493846
2.16,34,70.555765
2.15,35,70.617098
2.16,34,70.674964
2.15,35,70.73434
2.14,36,70.795694
2.14,36,70.861563
2.15,35,70.924554
2.16,34,70.985363
2.16,34,71.048692
2.16,34,71.109335
2.13,37,71.642887
2.16,34,71.701006
2.16,34,71.759
2.16,34,71.82265
2.15,35,71.882674
2.14,36,71.944703
2.16,34,72.003222
2.14,36,72.065236
2.16,34,72.125564
2.15,35,72.280184
2.14,36,72.345367
2.15,35,72.405957
2.14,36,72.468443
2.15,35,72.53169
2.14,36,72.595575
2.14,36,72.657544
2.15,35,72.718476
2.16,34,72.778677
2.15,35,72.837873
2.15,35,72.900724
2.15,35,72.96217
2.15,35,73.022102
2.16,34,73.080689
2.16,34,73.139616
2.15,35,73.20278
2.15,35,73.262928
2.16,34,73.320602
2.15,35,73.420758
2.16,34,73.491395
2.16,34,73.551553
2.16,34,74.196393
2.15,35,74.261164
2.15,35,74.32413
2.16,34,74.385016
2.16,34,74.449144
2.15,35,74.510623
2.16,34,74.570611
2.16,34,74.636887
2.16,34,74.697859
2.15,35,74.759048
2.15,35,74.820927
2.16,34,74.879439
2.16,34,74.937946
2.16,34,74.997219
2.14,36,75.063803
2.15,35,75.292614
2.16,34,75.356477
2.15,35,75.422586
2.15,35,75.486817
2.13,37,75.552495
2.14,36,75.617307
2.16,34,75.689564
2.16,34,75.750123
2.16,34,75.816167
2.16,34,75.880921
2.16,34,75.949192
2.16,34,76.009761
2.16,34,76.073387
2.16,34,76.14757
2.13,37,76.854481
2.16,34,76.912637
2.15,35,76.972111
2.16,34,77.030871
2.15,35,77.091035
2.16,34,77.149962
2.16,34,77.208569
2.14,36,77.270878
2.15,35,77.331481
2.16,34,77.389555
2.14,36,77.452355
2.16,34,77.514015
2.16,34,77.576975
2.14,36,77.638218
2.14,36,77.699939
2.16,34,77.762637
2.16,34,77.824375
2.16,34,77.884336
2.15,35,77.94837
2.16,34,78.007471
2.14,36,78.068771
2.15,35,78.128772
2.16,34,78.188509
2.15,35,78.248782
2.16,34,78.308843
2.16,34,78.367036
2.15,35,78.427752
