#{"t_start": 1758580292.4248128, "env_id": "None"}
r,l,t
-1.76,177,6.951197
-0.55,6,6.962154
-0.79,30,7.015682
-1.79,180,7.339014
-2.15,166,7.639062
-1.02,103,7.832749
-1.7,121,8.05042
-0.71,22,8.124868
-0.96,47,8.226864
-1.1,61,8.337387
-1.01,52,8.435716
-0.86,87,9.187581
-2.37,238,9.636353
-0.82,33,9.697758
-0.84,35,9.764914
-5.11,512,10.877266
-2.27,228,12.08194
-1.28,79,12.232011
-0.79,30,12.287879
-0.98,49,12.463371
-6.26,627,13.590981
-1.76,127,13.813519
-1.68,119,14.52045
-0.56,7,14.532889
-0.82,33,14.592709
-1.31,82,14.746856
-1.84,185,15.226335
-0.61,62,15.333016
-1.6,161,15.617459
-1.35,86,15.765317
-0.67,68,15.880526
-0.81,82,16.020829
-9.5,1000,18.26493
-9.0,1000,20.455425
-1.12,63,20.562048
-1.32,133,20.787732
-2.34,235,21.651372
-0.94,45,21.728027
-3.88,389,22.38619
-9.5,1000,24.813954
-9.5,1000,27.043242
-9.5,1000,29.254231
-9.5,1000,33.092774
-0.68,19,33.124869
-0.7,21,33.159637
-0.68,69,33.281089
-0.98,49,33.367726
-0.55,6,33.378163
-9.0,1000,35.652734
-0.34,35,35.714804
-0.5,1,35.716648
-0.58,59,35.817963
-2.45,246,36.244839
-2.6,211,37.043649
-5.0,501,37.909707
-9.6,961,40.048671
-0.13,14,40.072201
-0.5,1,40.074029
-1.16,117,40.279041
-2.31,232,40.685563
-1.81,182,41.484244
-9.5,1000,43.693767
-1.09,110,43.886305
-0.61,12,43.907197
-1.18,69,44.028517
-0.99,100,44.198358
-0.52,3,44.203521
-0.74,25,44.247024
-8.76,877,46.26766
-0.67,18,46.299003
-0.5,1,46.300856
-0.61,12,46.321595
-0.16,17,46.351666
-1.73,174,46.653111
-0.4,41,46.727773
-0.61,12,46.748491
-10.0,1000,48.958611
-1.16,67,49.076777
-0.92,43,49.152285
-0.31,32,49.207116
-2.72,273,49.796295
-0.57,8,49.827963
-0.64,15,49.857665
-0.51,2,49.861567
-0.52,3,49.866849
-0.57,8,49.881591
-1.48,99,50.664205
-0.32,33,50.72522
-0.58,9,50.742419
-0.69,20,50.780211
-0.64,15,50.807964
-0.5,1,50.809766
-1.4,141,51.117417
-0.66,17,51.148987
-0.63,14,51.173589
-0.52,3,51.178722
-0.53,4,51.186122
-0.33,34,51.245816
-0.77,28,51.295654
-0.55,6,51.306138
-0.97,48,51.443181
-1.21,122,51.664555
-0.67,18,51.696387
-0.58,9,51.71243
-0.5,51,51.801222
-0.57,8,51.816326
-0.61,12,51.837972
-0.51,2,51.841921
-0.39,40,51.914017
-1.3,81,52.057815
-0.85,36,52.120284
-0.5,1,52.122102
-0.36,37,52.185883
-1.8,181,52.938176
-1.02,103,53.121913
-0.75,26,53.166128
-0.55,6,53.176776
-0.52,3,53.181958
-0.5,51,53.268642
-1.12,63,53.37686
-0.6,11,53.396127
-1.57,158,53.670439
-0.66,17,53.700862
-0.44,45,53.778235
-0.73,24,53.821211
-0.38,39,55.96341
-1.93,144,56.217028
-0.23,24,56.258756
-2.2,221,56.64289
-0.57,8,56.657201
-0.69,70,57.252102
-0.69,20,57.286745
-0.69,20,57.321523
-0.6,61,57.428144
-0.55,6,57.439507
-0.91,92,57.5987
-0.16,17,57.628276
-2.78,279,58.106523
-0.58,9,58.12187
-0.69,20,58.157482
-0.65,16,58.184706
-1.6,161,58.468859
-0.56,7,58.480966
-0.67,18,58.511705
-1.87,188,58.836306
-0.22,23,58.875525
-0.65,16,58.90291
-1.05,106,59.558944
-0.43,44,59.639713
-0.24,25,59.683813
-0.61,62,59.793673
-0.7,21,59.830566
-0.76,77,59.965878
-0.81,82,60.108567
-0.61,62,60.219464
-0.36,37,60.28726
-0.56,7,60.299504
-0.99,50,60.394936
-0.53,54,60.490728
-1.08,109,60.688179
-0.91,92,60.857372
-0.22,23,60.897921
-0.63,14,60.922975
-0.19,20,60.957852
-0.63,64,61.074452
-1.56,107,61.266676
-0.58,9,61.282679
-0.54,5,61.291603
-0.54,5,61.300325
-1.42,143,62.039156
