#{"t_start": 1758580292.4346123, "env_id": "None"}
r,l,t
-2.27,178,6.943693
-1.02,53,7.038899
-1.56,107,7.230752
-1.6,111,7.430618
-1.34,85,7.583109
-1.54,155,7.871367
-0.53,4,7.878662
-0.53,54,7.976355
-1.58,109,8.224432
-0.57,8,8.238513
-0.93,94,8.411836
-9.5,1000,11.095644
-0.56,7,11.108853
-2.25,176,12.15522
-0.54,5,12.164354
-1.51,152,12.531476
-0.69,70,12.658534
-0.75,26,12.704845
-1.16,67,12.830435
-9.0,1000,15.259312
-0.6,11,15.278048
-5.03,504,16.152941
-2.27,228,17.024476
-0.55,6,17.034998
-1.09,110,17.233846
-1.29,80,17.372289
-0.5,1,17.374087
-0.76,27,17.421372
-0.52,3,17.426474
-4.48,449,18.224959
-0.53,4,18.233289
-1.71,122,18.446645
-9.5,1000,20.633425
-2.7,271,21.557106
-0.7,21,21.594729
-8.67,868,23.070743
-0.33,34,23.755733
-0.47,48,23.837801
-9.5,1000,26.139666
-1.04,105,26.325557
-1.79,180,26.639286
-0.71,22,26.682831
-3.51,352,27.285361
-2.24,225,27.677038
-9.5,1000,31.49883
-0.56,57,31.599248
-9.5,1000,33.819154
-8.5,851,35.843959
-1.06,57,35.94014
-0.58,9,35.955863
-0.63,64,36.062582
-1.13,114,36.267509
-1.67,168,36.992755
-1.02,53,37.083392
-0.87,38,37.150043
-0.72,23,37.195145
-9.5,1000,39.389242
-1.73,174,39.690056
-6.64,665,41.331366
-0.84,35,41.396014
-0.74,25,41.439713
-0.58,9,41.455178
-1.24,75,41.588002
-0.97,48,41.67076
-2.57,208,42.033708
-0.27,28,42.082012
-1.52,153,42.350288
-0.85,86,42.513805
-0.57,8,42.528603
-0.65,66,42.643481
-0.78,29,42.692425
-0.59,10,42.709264
-1.02,103,42.888122
-5.31,532,44.266222
-0.82,83,44.405334
-0.42,43,44.479354
-1.83,184,44.799563
-1.07,58,44.899124
-0.34,35,44.958226
-1.91,192,45.805222
-0.24,25,45.848091
-0.59,10,45.865523
-0.7,21,45.900878
-0.44,45,45.978036
-0.59,10,45.995222
-0.83,84,46.138333
-0.6,11,46.156795
-0.28,29,46.205608
-0.16,17,46.235274
-0.56,7,46.247493
-0.61,12,46.268922
-0.81,32,46.324672
-0.58,9,46.34029
-9.0,1000,48.543775
-9.5,1000,51.113134
-0.61,12,51.135725
-0.76,27,51.183692
-1.51,102,51.378318
-0.67,68,51.542095
-1.03,54,51.637797
-0.75,26,51.68329
-0.6,11,51.703058
-1.61,162,51.993474
-0.75,76,52.124673
-0.25,26,52.169508
-0.71,22,52.207369
-0.67,18,52.238356
-0.54,5,52.247038
-1.63,164,52.973305
-2.4,241,53.390175
-3.11,312,56.008006
-3.0,301,56.53296
-2.4,241,57.428092
-0.63,64,57.539203
-1.31,132,57.766003
-0.95,46,57.845195
-0.37,38,57.91154
-1.12,113,58.103872
-0.65,16,58.131805
-0.56,7,58.144452
-0.84,85,58.296758
-2.07,208,58.655574
-0.64,15,58.68203
-0.37,38,58.747756
-1.03,104,58.925539
-0.17,18,58.956992
-0.53,4,58.963963
-1.3,131,59.668986
-0.48,49,59.756117
-0.57,8,59.769673
-0.75,26,59.815582
-0.43,44,59.893287
-0.58,9,59.909338
-0.77,28,59.958475
-0.58,9,59.973741
-3.4,341,60.585286
-0.71,22,60.624763
-0.54,5,60.633463
-0.51,2,60.638216
-0.54,5,60.647718
-0.43,44,60.731676
-0.52,3,60.73704
-0.85,36,60.803003
-1.09,110,61.000562
-0.52,3,61.00632
-3.23,324,62.069169
-0.57,8,62.083779
-0.72,23,62.125049
-1.52,153,62.405877
-0.25,26,62.45821
-0.64,65,62.572679
-0.98,99,62.745244
-0.12,13,62.768264
-0.12,13,62.792072
-0.79,30,62.844271
-0.52,53,62.936092
-0.51,52,63.025953
-0.48,49,63.109139
-1.15,116,63.310305
-0.51,2,63.314057
-0.89,40,63.384271
-0.18,19,63.416137
-0.86,37,63.486604
-0.35,36,63.552539
-0.28,29,63.602319
-0.44,45,64.164362
-0.46,47,64.251698
-0.49,50,64.341627
-0.21,22,64.380122
-0.68,19,64.414306
-0.51,2,64.417819
-0.55,56,64.517009
-0.51,52,64.622221
-0.69,70,64.757443
-0.56,7,64.769585
-0.3,31,64.835157
-0.66,67,64.959398
-0.27,28,65.017092
-0.55,6,65.038152
-0.91,92,65.225506
-0.56,57,65.335331
-0.25,26,65.390824
-1.36,137,65.665802
-0.17,18,65.700151
-1.31,82,65.847314
-0.74,25,65.891905
-0.69,20,65.928048
-0.14,15,65.954922
-0.19,20,65.991318
-0.52,53,66.548863
-0.57,58,66.655739
-0.36,37,66.720376
-0.67,18,66.752323
-1.22,123,66.966887
-0.44,45,67.04402
-0.77,78,67.179713
-0.59,60,67.283235
-0.33,34,67.342746
-0.68,69,67.468869
-0.44,45,67.549274
-0.49,50,67.638771
-0.19,20,67.676299
-0.61,62,67.788414
-0.54,55,67.883355
-1.24,125,68.104718
-0.58,9,68.120499
-0.65,16,68.148451
-0.9,91,68.310249
-0.64,15,68.826826
-0.46,47,68.910517
-0.29,30,68.965086
-0.2,21,69.001611
-0.48,49,69.089885
-0.44,45,69.169588
-0.99,100,69.346238
-0.31,32,69.403744
-0.38,39,69.473209
-0.35,36,69.535691
-0.9,41,69.609739
