#{"t_start": 1758580292.4270024, "env_id": "None"}
r,l,t
-1.43,94,6.79882
-0.91,42,6.875168
-1.51,102,7.05915
-1.5,101,7.240044
-6.52,703,9.166129
-0.88,39,9.240113
-1.03,54,9.340902
-0.75,26,9.390673
-2.01,202,9.773998
-0.79,80,9.919041
-0.59,10,9.93603
-3.27,328,10.699938
-1.08,59,10.809864
-0.52,3,10.817093
-1.46,97,11.005528
-0.96,47,11.172015
-1.82,133,12.120441
-9.0,1000,14.502771
-3.99,400,15.368397
-0.69,20,15.402981
-0.69,20,15.437722
-5.11,512,16.323495
-0.76,27,16.847433
-1.42,93,17.011343
-0.93,44,17.088716
-1.69,170,17.389939
-0.17,18,17.42145
-0.89,40,17.490853
-2.32,233,17.906837
-1.86,187,18.240503
-0.53,4,18.248757
-0.54,55,18.344812
-9.5,1000,20.534434
-0.45,46,20.612048
-0.51,2,20.615518
-0.99,50,20.699609
-0.77,78,20.83249
-9.5,1000,22.998677
-0.75,26,23.04277
-0.27,28,23.716517
-0.5,1,23.718553
-1.08,109,23.904974
-7.44,745,25.269814
-0.55,6,25.280213
-0.85,86,25.427524
-1.03,104,26.105784
-1.83,184,26.42865
-0.71,22,26.467179
-0.3,31,26.520348
-9.5,1000,28.723994
-0.7,71,28.851206
-0.65,16,28.878442
-9.5,1000,32.721046
-0.43,44,32.799002
-0.63,64,32.909543
-0.8,31,32.965498
-0.72,23,33.007529
-8.03,804,34.94249
-1.42,143,35.191761
-0.55,56,35.284752
-9.5,1000,37.458234
-0.34,35,37.518826
-0.57,8,37.532228
-1.1,61,37.636791
-0.62,63,37.742838
-7.71,772,39.545582
-0.53,4,39.552652
-0.7,21,39.588804
-0.59,10,39.605974
-0.52,3,39.611119
-0.97,48,39.693887
-0.7,21,39.730049
-0.99,100,39.908106
-0.53,4,39.91521
-0.72,73,40.042976
-6.67,668,41.69069
-0.61,12,41.711637
-0.56,7,41.723785
-1.22,123,41.937685
-0.48,49,42.023117
-1.06,57,42.123259
-1.4,141,42.370402
-4.8,481,43.673951
-2.78,279,44.159114
-0.58,9,44.174312
-7.85,786,46.040144
-0.26,27,46.086386
-0.18,19,46.118525
-0.44,45,46.194541
-0.38,39,46.261844
-0.5,1,46.263644
-0.55,6,46.274354
-0.53,4,46.281554
-0.74,25,46.324843
-0.56,7,46.337255
-0.62,13,46.36008
-0.98,49,46.444849
-0.93,94,46.606325
-0.74,75,46.741203
-0.17,18,46.771553
-1.03,54,46.864025
-0.56,7,46.87593
-0.81,32,46.931416
-0.67,18,46.962334
-1.44,145,47.212718
-0.83,84,47.358794
-0.63,64,47.467404
-0.81,32,47.522881
-0.86,37,48.060628
-1.47,148,48.31522
-1.59,210,48.683069
-0.62,13,48.705376
-4.72,473,49.541942
-0.62,13,49.565168
-0.55,6,49.575532
-0.58,9,49.591608
-0.69,70,49.840947
-1.09,60,50.555413
-0.58,9,50.571012
-2.44,245,51.069518
-0.45,46,51.153986
-0.7,71,51.279037
-0.65,16,51.307667
-0.37,38,51.407967
-0.32,33,51.492437
-3.14,315,52.050553
-0.68,69,52.170012
-0.78,79,52.306338
-0.7,71,52.425268
-7.27,728,56.213083
-0.63,14,56.237539
-0.48,49,56.322186
-0.65,16,56.349838
-2.23,224,56.739723
-4.68,469,58.024171
-0.2,21,58.059935
-0.64,65,58.172419
-0.91,42,58.250076
-0.32,33,58.307656
-0.52,3,58.312844
-1.13,114,58.509717
-0.65,66,58.623575
-0.66,17,58.652669
-0.17,18,58.684189
-0.16,17,58.713834
-1.32,133,58.941821
-0.27,28,58.990094
-1.36,137,59.707495
-0.57,8,59.721853
