#{"t_start": 1758580292.4380999, "env_id": "None"}
r,l,t
-4.3,381,7.304492
-1.48,99,7.483222
-1.77,128,7.724257
-1.2,171,8.030266
-2.0,201,8.449358
-1.36,137,9.296926
-1.1,61,9.413383
-1.46,97,9.595211
-1.19,120,9.825671
-3.86,337,10.417404
-0.93,44,10.515313
-1.71,172,11.0086
-1.23,74,11.22443
-0.82,33,11.993956
-0.9,91,12.161118
-3.75,326,12.846477
-1.24,75,12.992441
-9.0,1000,15.404333
-3.22,323,15.96576
-9.0,1000,18.20139
-9.5,1000,20.40066
-3.0,301,21.36631
-0.58,59,21.475319
-1.74,125,21.688075
-0.65,16,21.715285
-4.11,412,22.413077
-9.5,1000,24.84047
-2.2,221,25.217727
-0.9,91,25.372597
-0.97,98,26.041723
-0.53,4,26.04868
-0.63,14,26.072451
-0.44,45,26.149981
-0.56,7,26.161937
-5.51,552,27.122731
-0.56,7,27.13457
-9.5,1000,29.352236
-0.54,5,29.362374
-0.64,15,29.391933
-9.5,1000,33.220342
-0.54,5,33.229888
-1.08,109,33.421881
-0.58,9,33.437206
-0.18,19,33.469668
-0.58,9,33.485282
-0.56,7,33.497498
-0.65,16,33.524491
-2.12,213,33.883302
-2.71,272,34.909759
-1.11,62,35.014294
-0.49,50,35.106774
-9.0,1000,37.275402
-1.16,67,37.390657
-1.4,91,37.547418
-0.56,7,37.559554
-1.11,62,37.66488
-1.72,173,37.957753
-0.15,16,37.985099
-0.11,12,38.005074
-0.86,87,38.151506
-1.7,121,38.37452
-0.83,34,38.43167
-1.99,200,39.237668
-0.64,15,39.263227
-2.44,245,39.691979
-0.66,17,39.721143
-1.32,83,39.86886
-5.01,502,41.225274
-0.81,32,41.280261
-0.99,50,41.367105
-0.63,14,41.394693
-0.29,30,41.446631
-5.25,526,42.366715
-1.37,88,42.534065
-2.34,185,42.854395
-0.4,41,42.923927
-0.52,53,43.463279
-6.41,642,44.582744
-0.52,3,44.588169
-0.53,4,44.595539
-0.62,13,44.617515
-0.85,86,44.765122
-0.19,20,44.799629
-0.38,39,44.866866
-0.78,29,44.915969
-0.78,79,45.05043
-0.77,28,45.098243
-0.32,33,45.155159
-0.12,13,45.177879
-0.66,17,45.206924
-0.23,24,45.766222
-0.56,7,45.778272
-0.08,9,45.793343
-1.42,93,45.952389
-1.27,128,46.170196
-0.53,54,46.263726
-1.26,77,46.397541
-0.84,35,46.458826
-3.35,336,47.041135
-0.7,21,47.077559
-3.22,323,48.107911
-1.47,98,48.27692
-0.37,38,48.343116
-0.51,2,48.346609
-0.67,18,48.377628
-0.63,14,48.40138
-2.76,277,48.892137
-0.7,21,48.928375
-0.6,11,48.9479
-0.29,30,48.999628
-0.95,96,49.168464
-4.68,469,50.737504
-0.59,10,50.756168
-0.18,19,50.791567
-0.62,13,50.815385
-1.16,67,50.987711
-0.89,40,51.0606
-0.21,22,51.100968
-0.7,21,51.139646
-0.17,18,51.171419
-0.68,19,51.204968
-0.66,17,51.234905
-0.41,42,51.309937
-1.22,73,51.497386
-0.38,39,51.565288
-0.59,60,51.6712
-1.21,122,51.887549
-0.52,3,51.893134
-0.65,16,51.925605
-0.57,8,51.940534
-5.98,599,53.417864
-0.53,4,53.424711
-0.59,60,53.530045
-1.22,123,53.742984
-0.75,26,53.788504
-1.7,121,56.072516
-0.33,34,56.136489
-2.91,292,56.644522
-0.83,84,57.263339
-1.98,199,57.610162
-0.14,15,57.636848
-0.58,9,57.652355
-1.34,135,57.883748
-0.53,4,57.8907
-2.25,226,58.284687
-0.49,50,58.370796
-0.41,42,58.44325
-0.04,5,58.451942
-0.61,12,58.473244
-0.26,27,58.519276
-0.12,13,58.541555
-0.27,28,58.590188
-0.92,43,58.664757
-0.41,42,58.737558
-2.29,230,59.610396
-1.06,107,59.799882
-0.45,46,59.880995
-0.22,23,59.921889
-1.28,79,60.05921
-0.11,12,60.080112
