#{"t_start": 1758580292.4302557, "env_id": "None"}
r,l,t
-0.78,29,6.679981
-0.72,23,6.720999
-0.65,16,6.74934
-1.01,102,6.933308
-1.14,65,7.050493
-1.06,107,7.242445
-0.82,33,7.301382
-0.61,12,7.322989
-0.61,12,7.344546
-0.58,9,7.360533
-3.27,378,8.052382
-0.49,50,8.191325
-0.52,3,8.19714
-0.57,8,8.212534
-2.3,231,9.230965
-1.27,78,9.377573
-0.77,28,9.433192
-0.91,42,9.512758
-9.5,1000,12.317364
-2.61,262,12.884797
-9.0,1000,15.309374
-1.29,130,15.541297
-0.5,1,15.543353
-9.5,1000,17.765732
-0.85,36,17.829828
-0.66,17,17.859025
-0.6,11,17.879099
-0.66,17,17.909811
-0.54,5,17.919435
-9.5,1000,20.123614
-0.5,51,20.209524
-1.84,185,20.527624
-0.5,1,20.52947
-3.72,373,21.62762
-1.05,106,21.806273
-3.05,306,22.324554
-4.84,485,23.780506
-0.3,31,23.83322
-4.29,430,24.657226
-0.75,26,24.702106
-0.84,85,24.850105
-0.83,84,24.992529
-0.53,4,24.999371
-0.52,3,25.00451
-4.72,473,26.320857
-0.51,2,26.324553
-0.55,56,26.421973
-0.78,79,26.558131
-1.29,130,26.791875
-1.27,128,27.009467
-9.5,1000,29.219381
-0.29,30,29.271448
-0.56,7,29.283858
-1.06,107,29.477837
-4.03,404,32.2646
-0.66,67,32.383339
-0.61,12,32.404717
-0.79,30,32.457895
-0.22,23,32.499676
-1.7,171,32.799335
-0.2,21,32.835541
-0.94,45,32.913268
-2.33,234,33.320585
-2.07,208,33.677014
-0.76,27,33.722602
-0.76,27,33.767829
-1.03,104,33.94384
-9.5,1000,36.230627
-0.53,4,36.237758
-0.42,43,36.747806
-0.24,25,36.791028
-1.94,195,37.126782
-0.55,6,37.137244
-0.61,12,37.15784
-0.72,23,37.203806
-0.55,6,37.215106
-0.75,26,37.260706
-9.5,1000,39.45213
-0.56,7,39.465303
-0.66,17,39.494539
-0.6,11,39.513843
-1.07,108,39.699464
-0.34,35,39.759794
-0.71,72,39.888756
-2.08,209,40.254364
-5.25,526,41.654092
-0.63,14,41.678683
-1.46,147,41.934662
-0.79,30,41.986121
-0.77,28,42.035848
-0.4,41,42.107651
-0.69,70,42.23018
-0.59,10,42.247104
-0.87,38,42.31377
-0.88,39,42.383366
-0.5,1,42.385309
-6.46,647,43.9798
-0.96,47,44.060827
-0.79,30,44.111431
-0.7,21,44.14724
-0.51,2,44.150764
-0.38,39,44.217071
-0.6,11,44.236378
-1.06,57,44.332587
-0.61,62,44.43739
-0.56,7,44.449402
-0.35,36,44.510143
-1.15,66,44.628563
-1.88,189,44.952017
-0.52,3,44.957132
-2.03,204,45.825006
-0.57,8,45.838582
-0.65,66,45.951516
-9.5,1000,48.152305
-0.62,13,48.175848
-1.88,189,48.500494
-0.88,39,48.568697
-0.71,22,48.609101
-0.6,61,48.715751
-0.45,46,48.803537
-1.09,60,48.906739
-0.51,2,48.910235
-0.36,37,48.974226
-1.14,65,49.088292
-1.63,114,49.289029
-0.23,24,49.331754
-0.55,6,49.342193
-0.11,12,49.363482
-0.96,97,49.53528
-0.55,6,49.546263
-0.98,49,49.634762
-0.41,42,49.830289
-0.12,13,49.856412
-0.8,81,50.607062
-3.37,338,51.272196
-9.18,919,53.380226
-0.91,42,53.452947
-0.96,47,53.535791
-1.25,76,53.667118
-0.57,8,53.681638
-1.34,85,53.829584
-0.62,13,55.923497
-0.68,19,55.960245
-0.67,18,55.991259
-0.93,94,56.158297
-0.51,52,56.248145
-1.14,115,56.445739
-1.82,183,57.24003
-0.98,49,57.32477
-1.49,150,57.586444
-0.77,78,57.72121
-0.51,2,57.724721
-0.26,27,57.770089
-1.02,103,57.948035
-0.61,12,57.968654
-0.58,9,57.984024
-0.87,88,58.134159
-1.22,123,58.352553
-1.16,117,58.55458
-0.25,26,58.59961
-0.5,1,58.601439
-1.03,54,58.694906
-0.5,1,58.696772
-0.59,10,58.714319
-1.4,141,58.956035
-0.78,29,59.474847
-1.51,102,59.660819
-1.09,110,59.855659
-0.12,13,59.878169
-0.15,16,59.906213
-0.61,12,59.927532
-0.81,82,60.070265
-0.69,20,60.105175
-0.36,37,60.171864
-3.0,301,60.7209
-0.57,58,60.826715
-1.8,181,61.150431
-0.89,40,61.222799
-0.54,5,61.233044
-1.59,160,62.003004
-1.04,105,62.191217
-0.36,37,62.258381
-1.46,147,62.531214
-0.64,15,62.557374
-3.87,388,63.231646
-0.74,75,63.362444
-1.54,155,64.119002
-0.51,2,64.122728
-0.9,91,64.292036
-0.4,41,64.365296
-0.27,28,64.414798
-1.27,78,64.56054
-0.39,40,64.636975
-0.41,42,64.722914
-0.35,36,64.786448
-1.07,58,64.906147
-0.51,52,64.995959
-0.24,25,65.065692
-0.59,10,65.083767
-0.07,8,65.098226
-1.29,130,65.360699
-2.48,249,65.842623
-0.54,5,65.851394
-0.67,18,65.8837
-0.74,75,66.01819
-0.58,59,66.587177
-0.49,50,66.679755
-0.85,86,66.830578
-0.12,13,66.853243
-0.15,16,66.880713
-0.26,27,66.9279
-0.33,34,66.986294
-2.23,224,67.375915
-0.67,18,67.407756
-0.07,8,67.422764
-0.5,1,67.425139
-0.51,52,67.519326
-0.59,60,67.627223
-1.33,134,67.866981
-0.9,91,68.028064
-0.68,19,68.061576
-0.19,20,68.096635
-0.28,29,68.147487
-0.64,65,68.262674
-0.55,6,68.273385
-0.14,15,68.300244
-0.4,41,68.862056
-0.51,2,68.865662
-0.64,65,68.983027
-0.26,27,69.030972
-0.39,40,69.102913
-0.65,66,69.219491
-1.97,198,69.570964
-0.18,19,69.60507
-0.25,26,69.650802
-0.62,13,69.674272
-0.29,30,69.726927
-0.06,7,69.739232
-0.28,29,69.801846
-0.38,39,69.871632
-0.16,17,69.901011
-0.5,1,69.903059
-0.51,2,69.906642
-0.3,31,69.96049
-0.03,4,69.967658
-0.5,1,69.96945
-0.33,34,70.028547
-0.13,14,70.053082
-0.4,41,70.125948
-0.96,47,70.207606
-0.51,2,70.211138
-0.83,84,70.437435
-0.67,68,70.559508
-0.79,80,70.701191
-0.68,69,71.329676
-0.78,79,71.471327
-0.53,54,71.568338
-0.34,35,71.629214
-0.59,10,71.647069
-0.24,25,71.691036
-0.4,41,71.764308
-0.34,35,71.826577
-0.46,47,71.914491
-0.37,38,71.983827
-0.1,11,72.00307
-0.52,3,72.008247
-0.42,43,72.082907
-0.1,11,72.102286
-0.69,70,72.22563
