#{"t_start": 1758580292.43132, "env_id": "None"}
r,l,t
-2.05,156,6.906627
-0.5,1,6.908752
-1.7,171,7.215915
-0.96,97,7.389624
-0.69,20,7.426553
-2.68,319,8.010105
-1.66,167,8.364487
-1.14,65,8.484825
-0.55,6,8.495618
-4.17,667,10.314438
-0.5,1,10.316294
-3.41,342,11.212123
-0.79,30,11.279681
-1.73,124,12.204768
-0.31,32,12.265336
-0.89,40,12.407219
-0.5,1,12.413519
-5.26,527,13.378272
-9.5,1000,15.794399
-2.21,222,16.176785
-1.36,87,16.324709
-9.5,1000,18.572576
-9.5,1000,20.753106
-2.03,204,21.563985
-9.5,1000,23.893758
-0.63,64,24.082988
-0.54,5,24.091669
-0.53,4,24.098453
-0.65,16,24.125128
-0.93,44,24.20014
-5.5,551,25.15283
-1.07,58,25.253596
-0.67,18,25.284621
-0.74,25,25.326973
-6.61,662,26.979643
-0.53,4,26.98646
-0.35,36,27.047432
-1.66,167,27.335556
-1.92,193,27.669676
-9.5,1000,31.49024
-0.59,10,31.509256
-0.72,23,31.549344
-0.59,10,31.567141
-7.07,708,33.288955
-0.58,9,33.305438
-1.95,196,33.642551
-1.46,147,33.889747
-0.5,1,33.891867
-0.53,4,33.898888
-0.54,5,33.907313
-0.3,31,34.492641
-0.58,9,34.51996
-0.5,51,34.617594
-0.78,79,34.758478
-0.56,7,34.770531
-1.15,116,34.968383
-0.51,52,35.056947
-0.68,19,35.096275
-4.6,461,35.887685
-9.0,1000,38.050498
-5.88,589,39.543294
-9.5,1000,41.77103
-0.39,40,41.841832
-1.72,173,42.143574
-0.63,64,42.254573
-1.83,134,42.502733
-0.19,20,42.538722
-0.33,34,42.598605
-0.5,1,42.600542
-1.05,56,42.6955
-0.72,23,42.736714
-1.41,92,42.894844
-0.67,18,42.925267
-0.71,22,42.963146
-1.29,130,43.644886
-1.38,139,43.888637
-0.74,75,44.020402
-3.12,313,44.556365
-0.58,59,44.657807
-4.9,491,46.016816
-5.97,598,47.051371
-6.91,692,48.723209
-1.14,65,48.843767
-3.44,345,49.448442
-0.71,22,49.48863
-1.76,127,49.838699
-0.93,94,50.613307
-0.61,62,50.727013
-1.61,162,51.074493
-1.08,109,51.269267
-5.6,511,52.229651
-0.63,14,52.253708
-0.01,2,52.257193
