#{"t_start": 1758580292.4237323, "env_id": "None"}
r,l,t
-3.76,377,7.311312
-0.65,16,7.339933
-0.38,39,7.40938
-1.0,51,7.50258
-0.83,34,7.562331
-1.09,60,7.680482
-0.59,10,7.700049
-1.33,84,7.849893
-0.59,10,7.867688
-1.43,144,8.175996
-0.59,10,8.195213
-2.28,229,9.211696
-4.57,458,10.059045
-0.41,42,10.135478
-0.45,46,10.217074
-1.8,181,10.723081
-1.24,75,10.870897
-1.23,124,11.180614
-0.5,1,11.182585
-0.98,99,12.069068
-3.65,316,12.737051
-0.9,91,12.908017
-9.5,1000,15.33198
-2.92,293,15.842208
-0.83,34,15.900141
-9.5,1000,18.136158
-0.51,52,18.226918
-2.36,237,18.645394
-6.67,668,20.258753
-9.5,1000,22.423372
-3.05,306,22.947843
-0.53,54,23.039149
-9.5,1000,25.470053
-0.56,7,25.483156
-4.8,481,26.822491
-0.94,95,26.983512
-9.5,1000,29.192879
-3.95,396,31.486761
-1.67,168,32.265629
-0.53,4,32.27274
-0.89,40,32.341476
-0.45,46,32.425264
-0.58,9,32.441245
-9.5,1000,34.728337
-0.92,93,34.886834
-0.6,61,34.990975
-0.76,77,35.129531
-0.98,99,35.29485
-0.53,4,35.301602
-0.67,68,35.415089
-0.72,23,35.454301
-0.79,30,35.508179
-1.02,53,35.602533
-0.39,40,35.673327
-0.5,1,35.675186
-1.63,164,35.955812
-0.73,24,35.996437
-9.5,1000,38.158277
-0.54,5,38.167224
-0.74,25,38.210018
-0.69,70,38.346429
-9.5,1000,40.553283
-5.08,509,41.918966
-0.49,50,42.005332
-0.56,7,42.017563
-0.43,44,42.094413
-0.13,14,42.119272
-1.01,102,42.296521
-1.02,103,42.490406
-0.87,88,42.645214
-0.74,75,42.77529
-0.94,95,42.937758
-0.51,2,42.941334
-0.81,82,43.537995
-1.74,175,43.846759
-0.85,36,43.908087
-0.62,13,43.930491
-0.7,71,44.054667
-0.62,63,44.162152
-0.62,13,44.184252
-1.31,132,44.407384
-1.48,149,44.66699
-0.84,35,44.727345
-0.52,3,44.733059
-0.38,39,44.799396
-0.87,38,44.865154
-0.35,36,44.926448
-0.8,31,44.978935
-0.67,68,45.095257
-0.85,86,45.242965
-9.5,1000,47.48606
-0.55,6,47.496655
-3.24,325,48.531435
-1.55,156,48.813393
-0.65,16,48.840648
-0.85,86,48.989073
-4.16,417,49.851374
-1.12,113,50.659786
-0.69,20,50.69564
-0.5,1,50.697651
-0.59,10,50.716676
-0.6,11,50.737931
-0.65,16,50.768159
-0.83,34,50.831433
-0.68,69,51.006753
-0.74,25,51.052539
-0.98,99,51.230912
-0.65,16,51.259108
-1.0,51,51.358551
-0.74,25,51.448287
-0.53,4,51.457574
-0.81,82,51.60298
-0.58,9,51.619205
-0.88,39,51.688609
-0.53,4,51.695651
-0.84,35,51.756632
-0.56,57,51.85953
-0.79,30,51.912957
-1.04,55,52.012568
-0.58,59,52.114129
-0.66,17,52.144029
-2.1,211,52.94819
-0.61,62,53.061497
-0.95,96,53.224979
-3.96,397,55.988969
-0.1,11,56.008116
-0.97,48,56.089949
-0.78,79,56.232089
-0.61,12,56.252605
-1.17,118,56.455582
-0.97,98,56.628543
