#{"t_start": 1758580292.4335368, "env_id": "None"}
r,l,t
-0.72,23,6.665887
-1.85,136,6.91024
-3.4,341,7.523204
-1.09,60,7.632518
-1.53,104,7.828017
-1.66,117,8.038326
-3.26,277,9.191192
-2.69,270,9.698893
-1.23,74,9.842662
-2.41,242,10.268117
-1.7,171,10.756691
-1.48,149,11.107908
-0.74,25,11.169243
-0.96,47,11.26612
-0.64,15,11.990871
-7.49,750,13.437634
-2.67,268,13.913003
-2.55,256,14.899517
-2.91,292,15.535968
-0.7,71,15.659222
-0.66,17,15.689459
-0.61,12,15.709613
-2.1,211,16.068851
-2.57,258,16.994328
-6.9,691,18.219683
-0.94,95,18.38932
-1.03,104,18.572625
-1.0,101,19.212798
-7.75,776,20.545231
-3.88,389,21.670604
-3.17,318,22.202503
-1.15,66,22.319328
-9.5,1000,24.745439
-0.27,28,24.795092
-0.87,38,24.860365
-0.54,55,24.953506
-0.15,16,24.980657
-0.73,24,25.02188
-0.5,1,25.023778
-0.94,95,25.185164
-0.45,46,25.265285
-0.73,74,25.390816
-0.68,19,25.425197
-0.69,20,25.462664
-0.35,36,25.526995
-1.35,136,26.256763
-0.56,57,26.358374
-0.37,38,26.424112
-1.22,123,26.637856
-0.79,30,26.696775
-1.01,102,26.872583
-0.88,39,26.938686
-1.75,176,27.236094
-0.66,17,27.267183
-9.5,1000,29.490819
-0.5,1,29.493051
-0.47,48,29.575184
-0.9,41,29.645404
-9.5,1000,33.477587
-1.86,187,33.79339
-0.66,17,33.822215
-9.0,1000,36.097987
-9.5,1000,38.280064
-0.58,9,38.295393
-0.3,31,38.347023
-9.0,1000,40.554477
-0.67,18,40.585186
-1.62,113,41.25758
-0.95,96,41.426637
-0.7,21,41.464523
-0.52,3,41.470447
-0.61,12,41.491564
-9.5,1000,43.703021
-1.96,197,44.045296
-0.53,4,44.052351
-0.54,5,44.061307
-0.6,11,44.079765
-0.56,7,44.091419
-1.86,187,44.408193
-0.53,4,44.414931
-9.5,1000,46.657592
-0.7,21,46.695248
-0.57,8,46.709063
-0.58,9,46.724677
-0.88,39,46.79195
-0.63,64,46.900639
-0.68,69,47.019806
-0.75,26,47.064582
-0.78,29,47.114799
-0.52,3,47.119962
-0.5,51,47.208669
-0.51,2,47.212913
-0.63,14,47.238506
-5.9,591,48.733085
-1.47,98,48.910537
-0.21,22,48.948336
-0.5,1,48.95028
-5.4,541,50.639868
-0.68,69,50.767824
-1.38,89,50.981664
-3.66,367,51.693722
-0.33,34,51.752408
-0.69,20,51.787237
-0.55,6,51.798484
-0.19,20,51.835325
-0.74,25,51.879761
-0.64,15,51.907885
-0.53,4,51.916297
-0.52,3,51.922601
-4.59,460,53.163126
-0.55,6,53.17359
-0.24,25,53.215613
-1.25,126,53.432639
-0.1,11,53.451581
-0.16,17,53.48223
-0.81,32,53.537939
-0.53,4,53.544779
-0.73,24,53.586395
-1.54,155,55.927371
-0.95,96,56.095631
-0.67,18,56.13122
-0.03,4,56.138927
-0.7,71,56.262526
-1.35,136,56.497139
-0.73,24,56.539739
-0.75,26,56.585675
-0.62,13,56.608625
-0.15,16,56.636272
-0.5,51,56.724887
-0.62,63,57.307721
-0.46,47,57.390352
-0.64,15,57.416177
-0.62,13,57.43956
-0.71,22,57.477883
-0.57,8,57.491934
-1.32,83,57.635849
-0.78,29,57.685458
-4.75,725,58.939017
-0.58,59,59.510876
-0.54,5,59.519592
-0.51,52,59.616633
-1.38,139,59.862761
-0.86,87,60.015118
-0.7,71,60.140464
-0.78,29,60.191284
-0.5,1,60.193111
-3.12,263,60.672164
-1.82,183,61.005485
-1.07,108,61.196241
-0.81,82,61.826341
-0.31,32,61.884248
-0.22,23,61.925875
-0.32,33,61.986911
-0.35,36,62.050136
-1.28,129,62.284488
-0.77,78,62.432144
-0.21,22,62.473536
-0.49,50,62.561329
-0.12,13,62.584235
-1.7,171,62.883769
-0.5,1,62.88563
-0.58,9,62.901367
-0.59,60,63.003952
-0.16,17,63.033868
-0.93,94,63.195488
-0.56,7,63.207423
-1.44,145,63.460133
-1.36,87,64.097698
-0.23,24,64.141976
-0.42,43,64.223955
-0.66,17,64.255122
-1.22,73,64.385092
-0.54,5,64.394127
-1.39,140,64.654989
-1.34,135,64.922215
-0.51,2,64.925799
-0.87,88,65.105974
-1.08,109,65.323248
-0.52,3,65.329685
-1.1,111,65.557353
-0.59,60,65.675802
-0.56,7,65.68913
-0.55,6,65.701077
-0.38,39,65.770012
-0.31,32,65.827934
-0.75,76,65.964594
-0.54,5,65.973608
-0.46,47,66.056006
-0.24,25,66.566588
-0.13,14,66.590919
-0.14,15,66.616612
-1.26,77,66.757069
-0.27,28,66.805722
-0.84,35,66.867203
-0.74,25,66.910339
-0.5,51,66.998609
-0.1,11,67.01775
-1.2,121,67.227194
-0.33,34,67.286093
-0.39,40,67.355708
-0.6,11,67.376383
-0.31,32,67.434998
-0.76,77,67.575006
-0.41,42,67.648754
-3.24,325,68.225255
-0.21,22,68.264682
-0.19,20,68.300837
-0.59,60,68.89555
-0.54,55,68.995474
-0.56,7,69.007754
-0.21,22,69.047287
-0.58,59,69.152282
-0.87,88,69.30888
-0.65,16,69.336852
-1.67,168,69.635375
-0.57,8,69.649475
-0.41,42,69.723871
-0.18,19,69.757796
-1.06,107,69.957425
-0.26,27,70.004409
-0.39,40,70.075738
-0.32,33,70.133017
-0.46,47,70.21492
-0.23,24,70.257465
-0.4,41,70.408007
-0.93,94,70.575531
-0.74,25,70.619151
-0.33,34,70.680502
-0.51,2,70.684081
-0.57,58,71.29265
-0.72,23,71.333629
-0.23,24,71.375867
-0.42,43,71.453714
-0.15,16,71.482296
-0.52,3,71.487769
-0.22,23,71.528132
-0.62,63,71.640354
-0.58,9,71.655974
-0.47,48,71.740015
-0.93,94,71.913155
-0.92,93,72.077725
-0.23,24,72.120128
-0.53,4,72.127491
-0.67,18,72.158538
-0.56,7,72.171077
-0.38,39,72.24022
-0.4,41,72.314326
-0.24,25,72.357442
-0.53,4,72.36506
-1.35,136,72.607398
-0.42,43,72.682524
-0.13,14,72.707764
-0.48,49,72.794136
-0.26,27,72.841938
-0.32,33,72.902182
