#{"t_start": 1758580292.4213893, "env_id": "None"}
r,l,t
-1.8,131,6.871533
-0.68,69,6.995644
-1.34,85,7.149143
-3.05,306,7.709868
-1.16,117,7.919905
-0.95,46,8.002007
-2.53,254,8.516263
-0.56,7,8.529226
-1.04,55,9.225037
-5.9,591,10.309263
-2.16,217,10.900372
-0.5,1,10.902359
-3.15,316,12.269404
-1.55,156,12.640815
-0.51,2,12.644724
-0.79,30,12.697906
-9.0,1000,15.140553
-1.04,105,15.317828
-3.8,381,15.980016
-8.79,880,18.01078
-2.65,266,18.475888
-3.08,309,19.485689
-0.34,35,19.545331
-0.83,34,19.603794
-0.51,2,19.607591
-0.22,23,19.647876
-7.8,781,21.438291
-7.0,701,22.632947
-4.07,408,24.033946
-0.37,38,24.097771
-0.89,40,24.165552
-0.21,22,24.20295
-1.32,83,24.348566
-1.14,65,24.460322
-9.5,1000,26.697465
-0.37,38,26.764712
-2.16,217,27.132084
-0.58,9,27.147324
-9.79,980,29.326787
-2.57,258,31.384245
-0.65,16,31.411879
-0.53,54,31.503827
-0.77,28,31.553571
-1.46,147,32.293679
-0.04,5,32.302156
-0.67,68,32.424036
-1.43,144,32.677692
-0.32,33,32.735213
-0.71,22,32.773432
-0.85,36,32.836852
-0.56,57,32.935342
-2.99,300,33.458538
-0.81,82,33.597927
-0.66,17,33.626542
-9.5,1000,35.902459
-0.61,12,35.92272
-1.21,122,36.13151
-3.23,324,37.131877
-0.56,7,37.144051
-0.56,7,37.155912
-4.15,416,37.875499
-1.06,107,38.056674
-0.59,10,38.07375
-5.04,505,39.42112
-1.98,199,39.764365
-0.62,13,39.78891
-1.22,123,40.007527
-0.58,9,40.023145
-1.7,171,40.320481
-0.6,11,40.341835
-0.84,35,40.406588
-0.65,16,40.434984
-0.53,4,40.442383
-1.01,52,40.531609
-0.96,97,40.697607
-5.64,565,42.163453
-0.5,1,42.165299
-0.5,1,42.167208
-0.82,33,42.225054
-1.1,61,42.331017
-1.02,53,42.427246
-0.51,2,42.431715
-0.94,95,42.607963
-0.18,19,42.640408
-1.89,190,42.967508
-1.07,108,43.609839
-0.67,18,43.641851
-0.58,9,43.658165
-2.55,256,44.105002
-3.51,352,44.709353
-0.84,35,44.769279
-0.36,37,44.832731
-3.01,302,45.867729
-0.58,9,45.883492
-0.94,95,46.045464
-1.07,108,46.228802
-0.81,32,46.285193
-0.83,84,46.431645
-1.51,152,46.698526
-0.63,14,46.722639
-1.71,122,46.931423
-0.11,12,46.95235
-0.59,10,46.969563
-5.27,528,48.35416
-0.61,12,48.375166
-0.75,26,48.419379
-0.75,26,48.464229
-0.69,70,48.586969
-0.34,35,48.648659
-1.3,81,48.798558
-0.79,80,48.935916
-0.54,5,48.944461
-1.0,51,49.03429
-0.39,40,49.104409
-1.1,61,49.210305
-1.37,88,49.366745
-0.21,22,49.406446
-0.2,21,49.442818
-0.64,65,49.558396
-1.15,116,49.890141
-0.22,23,49.931214
-1.17,68,50.658506
-0.63,64,50.777598
-0.73,24,50.822264
-0.91,42,50.926006
-0.54,5,50.936185
-0.65,16,50.987136
-1.19,70,51.115186
-0.44,45,51.196363
-0.59,10,51.214116
-1.65,166,51.565297
-0.12,13,51.588243
-0.69,20,51.623291
-1.24,125,51.845099
-0.2,21,51.88265
-0.52,53,51.980259
-0.55,6,51.990825
-1.05,56,52.086801
-2.05,206,52.439109
-1.02,53,52.975531
-0.63,14,53.004617
-0.98,99,53.174769
-1.28,129,53.395818
-0.47,48,53.479882
-0.57,58,53.580902
-0.54,55,53.675568
-0.28,29,53.726701
-1.05,106,55.985992
-0.4,41,56.05622
-1.91,142,56.306929
-0.2,21,56.343272
-0.75,26,56.387514
-0.41,42,56.459666
-0.55,56,56.558443
-4.99,500,57.899688
-1.75,176,58.201528
-0.83,84,58.352389
-1.87,188,58.677247
-0.75,26,58.722764
-0.07,8,58.736553
-0.64,15,58.762374
-1.04,105,58.941831
-1.89,190,59.75193
-0.86,37,59.815918
-0.63,64,59.929039
-1.62,163,60.215366
-0.72,23,60.258341
-0.31,32,60.317362
-0.66,17,60.351959
-1.51,152,60.621499
-0.23,24,60.66622
-0.46,47,60.756112
-0.67,68,60.877909
-0.69,20,60.913788
-0.41,42,60.989785
-0.77,28,61.039806
-0.27,28,61.090256
-1.33,134,61.810399
-0.48,49,61.899653
-0.54,55,62.000587
-0.54,5,62.009469
-0.5,51,62.100173
-0.53,4,62.107631
-0.49,50,62.197845
-0.7,21,62.236149
-0.52,3,62.241816
-0.6,11,62.261563
-0.45,46,62.345118
-0.46,47,62.435562
-0.5,1,62.437783
-0.61,62,62.550075
-0.37,38,62.61744
-1.23,124,62.834584
-0.17,18,62.865537
-0.3,31,62.920008
-0.4,41,62.989406
-0.42,43,63.064239
-0.52,3,63.069423
-0.72,73,63.194952
-1.35,136,63.43099
-1.1,61,63.545883
-0.15,16,63.574053
-0.95,96,64.22737
-0.62,63,64.341123
-3.48,349,64.999413
-0.41,42,65.09953
-0.66,17,65.136444
-0.09,10,65.155957
-1.36,137,65.429801
-0.88,39,65.508003
-0.79,80,65.668542
-1.62,163,65.963877
-0.6,11,65.983305
-0.55,6,65.9951
-0.42,43,66.535615
-0.94,95,66.707633
-0.34,35,66.768703
-0.57,8,66.782532
-0.5,1,66.784377
-1.51,152,67.047975
-0.25,26,67.093298
-0.38,39,67.16119
-0.45,46,67.240802
-3.0,301,67.781587
-1.33,134,68.016109
-0.17,18,68.049076
-0.88,39,68.117359
-0.72,73,68.246187
-0.69,70,68.860158
-1.13,114,69.06426
-0.65,66,69.182238
-0.62,13,69.205666
-0.42,43,69.281361
-0.29,30,69.334669
-0.11,12,69.355541
-0.58,59,69.460133
-0.68,19,69.494721
-0.48,49,69.581384
-0.66,67,69.700352
-0.23,24,69.7425
-0.12,13,69.765721
-0.44,45,69.856918
-0.61,12,69.87832
-0.51,52,69.968947
-0.42,43,70.044176
-0.12,13,70.067312
