#{"t_start": 1758577206.2107773, "env_id": "None"}
r,l,t
-3.74,375,2.192936
-1.13,114,2.420306
-2.91,292,2.986712
-0.85,36,3.05446
-4.07,458,4.440639
-9.0,1000,6.921196
-0.16,266,7.417925
-1.06,107,7.60704
-0.19,20,7.64538
-1.96,197,7.992416
-9.0,1000,10.241494
-3.53,603,11.820818
-0.81,82,11.971609
-1.12,113,12.18157
0.04,246,12.622977
-1.55,156,12.911894
1.22,128,13.620974
1.35,115,13.827734
1.0,150,14.111614
0.65,185,14.441567
-0.91,92,14.602004
-1.06,107,14.797136
1.0,150,15.07847
0.94,156,15.866524
1.54,96,16.04395
-1.02,53,16.138446
-2.0,201,16.513158
1.02,148,16.786102
-0.99,100,16.964168
-0.41,42,17.038899
-0.69,70,17.164664
-1.5,151,17.434381
0.99,151,17.705191
1.53,97,18.325675
1.77,73,18.461027
1.7,80,18.603167
1.67,83,18.752527
-0.96,97,18.925701
1.73,77,19.061409
1.82,68,19.185778
1.66,84,19.331633
1.67,83,19.479467
1.66,84,19.634151
0.57,193,19.985385
1.8,70,20.639759
1.51,99,20.81996
1.77,73,20.949833
1.64,86,21.100044
1.32,118,21.310087
1.88,62,21.422509
1.74,76,21.568149
1.71,79,21.711446
1.61,89,21.867996
1.86,64,21.980273
1.9,60,22.086745
1.94,56,22.185715
1.65,85,22.355933
1.96,54,22.899984
1.96,54,22.995645
1.91,59,23.09964
1.95,55,23.19593
1.57,93,23.36212
1.39,111,23.572888
1.91,59,23.679574
1.69,81,23.821856
1.67,83,23.965638
1.94,56,24.067097
1.45,105,26.92058
1.72,78,27.060104
1.91,59,27.16576
1.65,85,27.319281
1.43,107,28.058653
1.9,60,28.177475
2.01,49,28.270496
1.76,74,28.403237
2.01,49,28.492015
1.99,51,28.588077
1.99,51,28.684571
1.79,71,28.810382
1.9,60,28.916831
1.77,73,29.046853
1.94,56,29.14403
1.92,58,29.245398
1.4,110,29.444235
2.04,46,29.5264
1.89,61,29.648608
2.0,50,29.749561
2.01,49,30.344469
1.95,55,30.450559
1.94,56,30.549535
1.98,52,30.642371
2.09,41,30.777288
1.74,76,30.913091
1.9,60,31.023587
1.94,56,31.121691
2.07,43,31.197802
2.05,45,31.276282
1.99,51,31.368499
2.05,45,31.449911
1.89,61,31.558284
1.88,62,31.666644
1.94,56,31.768709
2.06,44,31.846264
2.06,44,31.922165
1.98,52,32.01607
1.93,57,32.11762
2.06,44,32.622768
2.09,41,32.697118
2.01,49,32.783536
2.1,40,32.855429
1.99,51,32.944836
1.89,61,33.056772
1.91,59,33.210347
2.01,49,33.299806
2.07,43,33.377084
2.02,48,33.466825
1.94,56,33.565192
1.88,62,33.674326
1.99,51,33.765226
2.07,43,33.842826
2.1,40,33.913541
2.05,45,33.994488
2.04,46,34.075626
2.02,48,34.162649
1.99,51,34.250671
2.05,45,34.330013
1.92,58,34.43078
2.13,37,34.929023
2.03,47,35.013621
1.91,59,35.117044
1.95,55,35.213872
1.96,54,35.30843
2.12,38,35.374735
2.07,43,35.451067
2.11,39,35.518927
1.97,53,35.61126
1.94,56,35.708999
2.04,46,35.789255
1.99,51,35.879121
2.03,47,35.967314
2.09,41,36.043658
2.04,46,36.123149
1.87,63,36.236298
2.1,40,36.30651
1.88,62,36.417179
2.07,43,36.493328
2.1,40,36.562938
2.1,40,36.633114
2.07,43,36.715686
2.05,45,37.243246
2.02,48,37.326909
2.1,40,37.402057
2.09,41,37.478808
2.11,39,37.549031
2.1,40,37.619662
2.07,43,37.69559
2.05,45,37.775759
2.12,38,37.845446
2.06,44,37.923918
2.0,50,38.013773
2.16,34,38.076413
2.05,45,38.154837
2.1,40,38.225184
2.04,46,38.310576
1.99,51,38.402862
2.08,42,38.478691
1.93,57,38.580327
2.1,40,38.65205
2.07,43,38.72871
2.0,50,38.816301
2.15,35,38.878742
2.02,48,38.963096
2.07,43,39.484211
2.15,35,39.546335
2.14,36,39.610763
2.1,40,39.682013
2.12,38,39.748566
2.1,40,39.817783
2.13,37,39.882105
2.08,42,39.956003
2.14,36,40.022094
2.12,38,40.088109
2.05,45,40.170236
2.07,43,40.246851
2.13,37,40.311699
2.13,37,40.378197
2.08,42,40.452547
2.17,33,40.510806
2.07,43,40.589281
2.13,37,40.654461
2.1,40,40.725175
2.11,39,40.796505
2.13,37,40.860908
2.06,44,40.937878
2.11,39,41.007771
1.9,60,41.113187
2.02,48,41.201491
2.12,38,41.269012
2.09,41,41.766214
2.1,40,41.83721
2.04,46,41.917463
2.12,38,41.986281
2.0,50,42.078475
2.14,36,42.143966
2.13,37,42.210848
2.15,35,42.272856
2.11,39,42.341136
2.07,43,42.417496
2.14,36,42.488849
2.08,42,42.567163
2.14,36,42.630863
2.12,38,42.698272
