#{"t_start": 1758577206.2082422, "env_id": "None"}
r,l,t
-0.34,35,1.51017
-2.84,285,2.084882
-0.17,18,2.121753
-0.69,70,2.25825
-0.86,37,2.328146
-1.17,68,2.469958
-0.3,31,2.531875
-0.66,17,2.567469
-3.87,338,3.20793
-1.16,67,3.333663
-0.88,39,3.406202
-3.62,363,4.626396
-1.18,69,4.7599
-4.25,675,6.626184
-9.0,1000,8.880096
-2.39,290,9.392491
-0.6,61,9.504541
-1.26,177,9.826269
-1.76,177,10.153829
-0.87,337,11.252721
-1.48,149,11.520947
-0.4,290,12.050407
-0.5,300,12.596033
-0.95,96,12.775974
-0.78,79,12.919801
0.86,164,13.693867
1.22,128,13.930775
-1.24,125,14.162554
1.31,119,14.374988
0.78,172,14.677259
1.47,103,14.870036
0.86,164,15.173638
-1.11,62,15.286856
0.69,181,16.121391
1.03,147,16.395796
1.03,147,16.665358
1.95,55,16.767211
-0.56,57,16.8715
0.95,155,17.147231
-0.77,78,17.284906
1.59,91,17.449588
-0.84,85,17.60149
1.34,116,18.257567
-0.64,65,18.372898
1.38,112,18.577498
1.73,77,18.715462
1.07,143,18.970557
1.7,80,19.110565
1.23,127,19.337677
1.38,112,19.542666
-0.7,71,19.668861
1.51,99,19.846775
1.44,106,20.562993
1.76,74,20.704728
1.62,88,20.863615
1.56,94,21.029071
1.72,78,21.164423
1.67,83,21.314375
1.88,62,21.426832
1.43,107,21.631779
1.71,79,21.770701
1.65,85,21.918911
1.69,81,22.06239
1.8,70,22.186188
1.33,117,22.862384
1.83,67,22.979659
1.69,81,23.12296
1.54,96,23.291144
1.65,85,23.447637
2.03,47,23.538892
1.7,80,23.686596
1.94,56,23.784411
1.54,96,23.950675
2.05,45,24.033027
1.8,70,24.154807
1.84,66,26.940803
1.86,64,27.055487
1.97,53,27.150392
1.56,94,27.319879
1.25,125,28.097503
1.86,64,28.220959
1.75,75,28.356845
1.96,54,28.454752
2.03,47,28.540349
2.05,45,28.628497
1.95,55,28.728521
1.89,61,28.835395
1.74,76,28.970386
1.83,67,29.089283
1.67,83,29.233725
1.92,58,29.338134
1.59,91,29.501665
2.02,48,29.593449
1.49,101,30.300247
1.86,64,30.41893
1.62,88,30.578182
2.07,43,30.656087
1.72,78,30.857566
1.97,53,30.954146
2.0,50,31.043292
1.82,68,31.162897
1.85,65,31.276932
1.6,90,31.438204
2.01,49,31.526961
2.01,49,31.612844
1.7,80,31.755518
2.02,48,31.841743
1.92,58,31.942618
2.05,45,32.024015
1.9,60,32.130585
1.79,71,32.683744
1.91,59,32.789629
1.84,66,32.906046
2.08,42,32.980481
1.95,55,33.081747
2.09,41,33.203978
2.01,49,33.293393
1.97,53,33.388593
1.97,53,33.487507
2.04,46,33.567598
2.08,42,33.641314
2.11,39,33.710593
2.11,39,33.780288
1.98,52,33.874293
2.09,41,33.946629
2.05,45,34.026665
2.04,46,34.111072
2.05,45,34.189322
2.09,41,34.260252
1.77,73,34.38817
2.05,45,34.467162
2.06,44,34.978931
2.08,42,35.052414
2.06,44,35.130722
1.93,57,35.230636
2.08,42,35.303824
2.04,46,35.384527
2.07,43,35.460534
2.05,45,35.538865
2.06,44,35.61554
1.95,55,35.711404
2.05,45,35.789937
1.97,53,35.883413
1.88,62,35.998025
2.04,46,36.082407
2.01,49,36.169414
2.05,45,36.249323
