#{"t_start": 1758577206.2017338, "env_id": "None"}
r,l,t
-0.95,96,1.639401
-0.22,23,1.693882
-3.84,385,2.45888
-0.63,64,2.587441
-1.37,138,2.854403
-1.18,69,2.984133
-2.9,291,4.050781
-0.84,35,4.117386
-0.52,53,4.218744
-1.76,177,4.561308
-4.31,432,5.384536
-2.86,287,6.512635
-0.96,97,6.698483
-1.42,143,6.957173
-0.47,48,7.042692
-0.41,42,7.118946
-0.93,94,7.294087
-3.14,315,7.867273
-5.25,775,9.690181
-2.0,201,10.064205
-1.83,433,11.336271
-0.07,257,11.803703
-1.44,145,12.068953
-2.58,259,12.54092
-1.63,413,13.771304
-0.57,58,13.877788
1.49,101,14.072545
-0.75,76,14.208234
0.58,192,14.54784
1.06,144,14.80791
-0.82,83,14.963642
0.8,170,15.275403
-0.94,95,15.953599
-0.71,72,16.086388
-1.1,111,16.289079
1.64,86,16.453157
-0.89,90,16.615139
-0.98,99,16.800426
1.53,97,16.972873
-0.71,72,17.102845
-0.79,80,17.243015
-0.92,93,17.41113
-0.62,63,17.524801
-0.76,77,17.660522
1.26,124,18.330851
1.43,107,18.527222
1.68,82,18.670646
1.37,113,18.87682
1.75,75,19.007979
1.44,106,19.200237
1.31,119,19.406369
-0.55,56,19.508508
1.87,63,19.625097
1.5,100,19.804596
-0.45,46,19.887088
1.74,76,20.547345
1.77,73,20.689368
1.46,104,20.877126
1.66,84,21.025061
1.92,58,21.126254
-0.44,45,21.20412
1.08,142,21.463339
1.71,79,21.616928
1.39,111,21.812431
0.79,171,22.113105
1.83,67,22.234559
1.74,76,22.388288
1.84,66,22.950851
2.03,47,23.034311
1.92,58,23.136429
1.88,62,23.245038
1.9,60,23.352559
1.88,62,23.467669
1.92,58,23.57953
1.68,82,23.727775
1.52,98,23.898217
1.43,107,24.088183
1.84,66,24.204474
1.82,68,26.993773
1.72,78,27.133605
1.82,68,27.255976
1.84,66,27.831264
1.76,74,28.048259
1.91,59,28.170693
1.95,55,28.275742
1.34,116,28.48455
1.83,67,28.611441
1.94,56,28.715036
1.96,54,28.810473
1.63,87,28.96435
1.73,77,29.100802
2.0,50,29.187184
1.45,105,29.375686
1.7,80,29.518503
2.02,48,29.615747
1.66,84,30.282774
1.99,51,30.379118
2.0,50,30.475324
1.99,51,30.565474
1.82,68,30.748752
1.94,56,30.849736
1.84,66,30.970416
1.88,62,31.079311
1.97,53,31.173398
2.07,43,31.248597
1.95,55,31.347581
1.82,68,31.470883
1.95,55,31.567017
1.85,65,31.680625
1.87,63,31.796163
1.71,79,31.932805
1.95,55,32.032236
2.07,43,32.108689
2.04,46,32.61749
1.93,57,32.719777
1.85,65,32.8363
2.05,45,32.914171
2.03,47,32.997213
1.9,60,33.116502
2.05,45,33.237638
1.93,57,33.341919
1.96,54,33.440596
2.05,45,33.521677
1.96,54,33.616005
2.05,45,33.695825
2.06,44,33.773961
1.93,57,33.876962
1.88,62,33.987367
2.09,41,34.058973
1.68,82,34.206065
2.1,40,34.275233
1.81,69,34.396267
2.0,50,34.916243
1.99,51,35.008415
2.08,42,35.081241
2.03,47,35.165596
2.01,49,35.251108
2.11,39,35.319063
1.99,51,35.408391
2.09,41,35.480662
2.08,42,35.55408
2.02,48,35.63731
2.11,39,35.705541
2.06,44,35.782226
2.09,41,35.854319
2.07,43,35.930778
2.04,46,36.021195
2.09,41,36.092227
2.05,45,36.171739
2.03,47,36.255586
2.07,43,36.330859
2.04,46,36.413881
2.11,39,36.482666
2.05,45,36.561334
1.94,56,36.660486
2.06,44,37.189348
2.05,45,37.271122
2.08,42,37.345359
2.13,37,37.414485
2.09,41,37.491679
2.08,42,37.567052
2.1,40,37.637076
1.95,55,37.734034
1.99,51,37.825931
2.14,36,37.891883
2.08,42,37.96747
2.11,39,38.038591
2.11,39,38.107923
2.0,50,38.194719
2.07,43,38.273746
2.15,35,38.337421
2.09,41,38.411569
2.15,35,38.475365
2.11,39,38.543907
2.11,39,38.61412
2.15,35,38.677023
1.99,51,38.767228
2.11,39,38.835601
2.15,35,38.897823
2.06,44,38.975428
1.95,55,39.517572
2.13,37,39.582969
2.11,39,39.653573
2.07,43,39.72939
2.12,38,39.79576
2.16,34,39.854628
2.13,37,39.918642
2.02,48,40.002804
2.11,39,40.074371
2.16,34,40.136253
2.09,41,40.208378
2.06,44,40.287488
2.14,36,40.350022
1.95,55,40.44846
2.11,39,40.517752
