#{"t_start": 1758577206.2006574, "env_id": "None"}
r,l,t
-9.0,1000,3.404061
-0.56,7,3.417289
-1.01,102,4.133531
-9.0,1000,6.627308
-0.48,49,6.719547
-0.63,64,6.835193
-1.04,105,7.024614
-2.29,230,7.457371
-0.94,95,7.624899
-9.0,1000,9.855687
-3.32,333,10.472355
-4.11,661,12.158307
-0.73,323,12.747661
-0.24,274,13.720901
-1.12,63,13.833615
-0.73,24,13.878744
0.31,219,14.285705
-1.17,118,14.49323
0.93,157,14.773817
0.5,200,15.145309
1.06,144,15.913437
0.99,151,16.187528
-0.85,86,16.351143
-1.46,147,16.619691
1.93,57,16.727127
-0.63,64,16.844553
1.59,91,17.005782
1.32,118,17.216285
1.52,98,17.392009
-0.9,91,17.55646
1.07,143,18.259403
-0.36,37,18.324725
1.7,80,18.472893
1.74,76,18.607758
1.58,92,18.773058
-0.57,58,18.877801
1.64,86,19.028127
-1.03,104,19.217674
1.68,82,19.3589
1.13,137,19.608595
-0.79,80,19.752156
1.54,96,19.923677
1.52,98,20.633107
2.03,47,20.719178
1.66,84,20.870911
1.82,68,20.990651
1.81,69,21.111674
-0.44,294,21.651318
1.45,105,21.836203
1.69,81,21.977533
1.66,84,22.126608
1.54,96,22.304458
1.65,85,22.915088
1.83,67,23.033542
1.81,69,23.154929
1.83,67,23.272337
1.73,77,23.413388
1.76,74,23.553831
1.84,66,23.674776
1.92,58,23.777517
1.98,52,23.868025
1.93,57,23.966584
1.84,66,24.08571
1.75,75,24.217588
1.85,65,27.001857
1.54,96,27.173642
1.77,73,27.305057
2.0,50,27.855003
1.85,65,28.053655
1.88,62,28.181898
2.0,50,28.276712
2.01,49,28.364142
1.89,61,28.475083
1.79,71,28.608243
1.57,93,28.778558
2.01,49,28.8638
1.92,58,28.967244
1.51,99,29.141823
1.91,59,29.244739
1.92,58,29.349097
2.0,50,29.439517
1.95,55,29.538044
1.95,55,29.648774
1.93,57,29.762896
2.0,50,30.35974
2.06,44,30.44376
1.97,53,30.540023
2.06,44,30.618358
2.02,48,30.766408
1.8,70,30.890906
1.84,66,31.01254
2.09,41,31.083835
2.02,48,31.168461
1.82,68,31.287894
1.94,56,31.388606
2.06,44,31.468538
1.94,56,31.567988
1.99,51,31.657215
1.99,51,31.748628
1.98,52,31.842109
1.77,73,31.969341
2.05,45,32.05061
1.97,53,32.145432
2.06,44,32.65002
1.95,55,32.749122
2.09,41,32.822872
1.87,63,32.932622
1.97,53,33.027006
1.94,56,33.153897
1.99,51,33.271685
2.04,46,33.355546
2.03,47,33.441562
2.04,46,33.524524
2.04,46,33.604719
2.12,38,33.671961
1.94,56,33.771505
2.09,41,33.845141
1.92,58,33.948417
1.99,51,34.039221
1.9,60,34.147933
2.06,44,34.224323
2.03,47,34.305768
2.08,42,34.379694
2.07,43,34.455083
1.97,53,34.982835
2.05,45,35.061562
1.91,59,35.166573
2.09,41,35.237929
2.08,42,35.311111
2.06,44,35.388068
2.06,44,35.466093
2.0,50,35.553306
2.11,39,35.621022
2.07,43,35.696213
2.06,44,35.772799
2.01,49,35.858952
2.04,46,35.941599
2.0,50,36.037728
1.88,62,36.145215
2.07,43,36.223438
2.04,46,36.304106
1.9,60,36.411413
2.08,42,36.485616
2.08,42,36.55886
1.98,52,36.649877
2.1,40,36.727482
2.05,45,37.254862
2.1,40,37.324488
2.08,42,37.401639
2.11,39,37.476169
2.15,35,37.539384
2.12,38,37.606375
2.06,44,37.683367
2.05,45,37.763395
2.05,45,37.845256
2.09,41,37.91925
2.08,42,37.995305
1.9,60,38.103669
2.1,40,38.1734
2.09,41,38.246051
2.04,46,38.331243
2.11,39,38.401449
1.92,58,38.506458
2.09,41,38.579047
2.07,43,38.656596
2.02,48,38.742146
2.08,42,38.815393
1.99,51,38.905891
2.09,41,38.978265
2.12,38,39.490232
2.12,38,39.557939
2.13,37,39.624371
2.13,37,39.68953
1.96,54,39.784586
2.08,42,39.857454
2.14,36,39.919624
2.13,37,39.984949
2.14,36,40.051137
2.09,41,40.123161
2.03,47,40.207629
2.12,38,40.276431
2.07,43,40.351
2.11,39,40.420883
2.05,45,40.500576
2.05,45,40.582071
2.14,36,40.646839
2.13,37,40.712419
2.06,44,40.791335
2.09,41,40.863709
2.03,47,40.945936
2.09,41,41.019372
2.16,34,41.079127
2.11,39,41.147893
2.04,46,41.232578
2.04,46,41.738672
2.13,37,41.804114
2.15,35,41.866066
2.13,37,41.930809
2.13,37,41.997977
2.06,44,42.079195
2.12,38,42.14834
2.11,39,42.218771
1.97,53,42.312258
2.13,37,42.377943
2.07,43,42.458452
2.14,36,42.527317
2.12,38,42.59632
2.14,36,42.659917
2.11,39,42.729845
2.12,38,42.797238
2.15,35,42.858831
2.13,37,42.923638
2.04,46,43.00553
2.13,37,43.072231
2.11,39,43.140886
2.11,39,43.209055
2.0,50,43.299802
2.15,35,43.361438
2.13,37,43.42581
2.11,39,43.496094
2.1,40,43.991599
2.1,40,44.061808
2.13,37,44.126657
2.06,44,44.203153
2.17,33,44.260951
2.11,39,44.331818
2.11,39,44.401479
2.17,33,44.461507
2.11,39,44.532186
2.08,42,44.610901
2.11,39,44.67893
2.13,37,44.744163
2.14,36,44.807082
2.14,36,44.869609
2.14,36,44.932754
2.16,34,44.993295
2.14,36,45.056485
2.13,37,45.121263
2.13,37,45.188035
2.12,38,45.254643
2.13,37,45.319256
2.14,36,45.385
2.14,36,45.448565
2.13,37,45.517631
