#{"t_start": 1758577206.2041533, "env_id": "None"}
r,l,t
-0.23,24,1.493295
-1.84,135,1.777614
-0.23,24,1.823214
-1.01,52,1.920999
-1.03,54,2.026947
-0.87,38,2.103146
-0.77,28,2.161444
-0.81,82,2.31678
-1.97,148,2.618067
-0.71,72,2.758818
-2.14,215,3.162171
-3.24,325,4.299117
-1.64,165,4.617685
-1.94,195,4.997962
-1.54,105,5.194147
-9.0,1000,7.640651
-2.41,242,8.066012
-2.12,213,8.892925
-3.61,611,9.991848
-5.84,834,11.999171
-1.36,137,12.253201
-0.74,324,12.839954
-0.24,274,13.813774
-0.67,68,13.945294
0.81,169,14.256282
-0.5,51,14.345814
0.29,221,14.735676
0.03,247,15.195208
0.94,156,15.983672
1.74,76,16.123552
0.88,162,16.426429
1.59,91,16.590806
0.66,184,16.928117
0.82,168,17.226789
-0.44,45,17.306481
1.63,87,17.464547
1.0,150,18.180771
1.71,79,18.321429
1.19,131,18.560045
1.66,84,18.710314
1.72,78,18.851672
-1.04,105,19.035269
1.7,80,19.176934
0.88,162,19.464351
1.54,96,19.642451
1.6,90,19.804212
1.85,65,19.920377
1.55,95,20.623032
1.59,91,20.790395
1.69,81,20.934815
1.81,69,21.056137
1.53,97,21.224592
1.95,55,21.325399
1.7,80,21.471553
1.92,58,21.5854
1.56,94,21.753114
1.63,87,21.905561
1.57,93,22.07019
1.77,73,22.199223
1.69,81,22.362265
1.45,105,22.995909
1.81,69,23.11823
1.37,113,23.316427
2.02,48,23.406264
1.9,60,23.51948
1.84,66,23.640596
1.81,69,23.765468
1.82,68,23.883633
1.5,100,24.061562
1.59,91,24.221331
1.47,103,27.073913
1.74,76,27.210076
1.61,89,27.826782
1.83,67,28.02065
1.9,60,28.15475
1.66,84,28.313132
1.79,71,28.440154
1.96,54,28.539103
1.83,67,28.666783
1.8,70,28.792494
1.76,74,28.923208
1.91,59,29.028454
1.51,99,29.200813
1.87,63,29.313615
1.96,54,29.411108
1.88,62,29.522275
1.5,100,29.726103
1.95,55,30.331301
2.05,45,30.414387
1.9,60,30.525951
2.05,45,30.605995
2.09,41,30.740328
1.85,65,30.858026
1.97,53,30.954142
1.82,68,31.075057
1.35,115,31.277358
2.07,43,31.355929
1.96,54,31.452474
2.02,48,31.537863
2.03,47,31.620415
2.01,49,31.707387
2.02,48,31.795717
1.96,54,31.889052
2.0,50,31.976562
1.94,56,32.077635
1.94,56,32.60397
2.01,49,32.692311
1.94,56,32.791804
2.02,48,32.877404
1.97,53,32.970723
2.03,47,33.057786
1.87,63,33.219118
2.08,42,33.295404
2.06,44,33.374921
2.05,45,33.458845
2.03,47,33.542009
2.01,49,33.627678
2.0,50,33.716623
2.1,40,33.78818
1.99,51,33.880156
2.05,45,33.959535
1.99,51,34.0497
2.0,50,34.140968
2.1,40,34.210647
2.07,43,34.285133
2.02,48,34.369424
2.04,46,34.449758
2.02,48,34.968379
2.06,44,35.045915
1.94,56,35.145483
2.07,43,35.220233
2.12,38,35.28674
2.08,42,35.359912
2.14,36,35.423609
2.07,43,35.499171
1.96,54,35.593245
1.86,64,35.705106
2.07,43,35.779941
1.87,63,35.891092
1.94,56,35.995019
1.86,64,36.110543
2.05,45,36.191669
2.04,46,36.272255
2.06,44,36.352244
2.01,49,36.438229
1.88,62,36.546703
2.08,42,36.619502
2.04,46,36.706598
2.08,42,37.230011
2.07,43,37.305497
2.03,47,37.391251
2.03,47,37.479805
2.11,39,37.55015
2.11,39,37.619117
2.06,44,37.696395
2.12,38,37.763714
2.03,47,37.84969
2.06,44,37.928521
2.03,47,38.012845
2.08,42,38.089896
2.06,44,38.166455
2.09,41,38.239103
2.03,47,38.326078
1.95,55,38.42541
2.12,38,38.494359
