#{"t_start": 1758577206.215141, "env_id": "None"}
r,l,t
-0.91,42,1.516823
-2.08,159,1.846473
-1.37,138,2.117497
-0.28,29,2.175353
-0.42,43,2.257236
-1.32,83,2.425889
-4.92,493,3.365711
-2.37,238,4.343396
-3.05,356,5.032051
-3.14,315,5.633838
-0.32,33,5.695769
-0.95,96,5.975471
-9.0,1000,8.267329
-9.0,1000,10.53134
-1.71,421,11.773123
-1.78,179,12.100612
-1.46,147,12.374117
0.15,235,12.800888
0.76,174,13.595795
-0.52,53,13.690782
1.31,119,13.909116
-1.32,133,14.157978
-0.85,36,14.223333
0.24,226,14.62033
0.95,155,14.907014
-0.75,26,14.956479
-0.9,41,15.033854
1.34,116,15.243866
-1.15,116,15.960814
-0.72,73,16.094933
1.38,112,16.300483
-2.93,294,16.845035
1.6,90,17.004741
-0.52,53,17.100538
1.63,87,17.253363
1.46,104,17.441056
-1.05,56,17.542509
-0.91,92,17.706271
1.26,124,18.375121
1.74,76,18.516
1.58,92,18.679826
-1.29,80,18.825226
1.57,93,18.988086
-0.44,45,19.067702
-0.46,47,19.148875
1.5,100,19.329223
1.39,111,19.532444
1.65,85,19.68418
1.57,93,19.850944
1.65,85,20.526022
1.67,83,20.687229
1.28,122,20.905504
1.71,79,21.045536
1.58,92,21.205077
1.72,78,21.346461
1.78,72,21.481156
1.64,86,21.644211
1.87,63,21.754695
1.75,75,21.886254
-0.56,57,21.986837
1.9,60,22.093105
1.85,65,22.210229
1.94,56,22.321333
1.45,105,22.960911
1.85,65,23.076132
1.99,51,23.165497
1.52,98,23.339639
1.67,83,23.495423
1.76,74,23.632067
1.9,60,23.740694
1.18,132,23.970102
1.78,72,24.099463
1.98,52,24.191529
1.9,60,26.966513
1.84,66,27.084511
1.84,66,27.203019
1.95,55,27.301604
1.74,76,27.898787
2.01,49,28.079436
1.68,82,28.235955
1.63,87,28.393355
1.65,85,28.548675
1.83,67,28.676636
1.91,59,28.781892
1.89,61,28.890041
1.86,64,29.003691
1.55,95,29.168945
1.85,65,29.284936
1.84,66,29.404025
1.89,61,29.513502
1.91,59,29.630909
1.79,71,30.273616
1.9,60,30.387052
1.81,69,30.515388
2.07,43,30.591478
