#{"t_start": 1758581180.978646, "env_id": "None"}
r,l,t
-0.83,34,6.750423
-3.48,349,7.394287
-1.65,116,7.608569
-1.03,54,7.709167
-1.17,68,7.834078
-2.74,275,8.384461
-0.9,41,8.459391
-1.79,130,8.696973
-9.5,1000,10.928155
-0.63,14,10.952821
-2.18,219,11.333598
-0.71,22,11.371274
-1.79,130,11.594858
-0.83,34,11.655679
-1.13,114,11.864996
-2.08,209,12.26396
-0.72,23,12.463365
-1.78,129,12.700624
-0.59,10,12.718575
-2.0,201,13.090112
-3.29,280,13.619486
-0.76,77,13.758426
-0.7,21,13.794886
-2.69,270,14.278249
-2.12,163,14.559705
-0.59,10,14.577791
-0.63,14,14.604161
-0.85,36,14.671375
-1.01,52,14.771189
-4.04,355,15.929476
-4.08,409,16.630448
-0.73,24,16.674804
-0.52,3,16.681391
-2.15,216,17.073531
-9.5,1000,18.841835
-0.57,8,18.856051
-0.78,29,18.906055
-3.1,311,19.898685
-2.81,282,20.379467
-0.55,6,20.389608
-0.99,100,20.557487
-9.5,1000,22.243079
-0.52,3,22.249372
-0.62,13,22.277002
-1.68,169,22.558914
-0.66,17,22.587136
-0.95,46,22.664541
-1.15,116,23.302785
-0.78,29,23.354136
-1.0,51,23.439455
-0.77,28,23.486835
-2.93,294,23.987802
-1.09,110,24.175691
-9.5,1000,25.901219
-1.29,80,26.037354
-5.4,491,28.869383
-1.39,190,29.191693
-2.08,209,29.548794
-0.58,9,29.565943
-2.66,267,30.025553
-1.68,169,30.320348
-0.66,17,30.350619
-3.35,386,31.092577
-0.49,50,31.17945
-0.8,31,31.2427
-0.66,17,31.27224
-1.54,105,31.451179
-0.81,32,31.505772
-9.5,1000,33.745429
-2.14,215,34.146737
-3.57,408,34.893039
-1.24,75,35.040447
-2.18,219,35.442072
-1.49,100,35.619866
-1.54,155,35.890008
-1.55,156,36.162936
-1.81,182,36.487963
-0.45,46,36.56856
-1.56,107,37.223644
-0.77,28,37.271716
-0.52,3,37.277064
-0.5,1,37.278988
-0.52,3,37.284461
-0.64,115,37.486197
-0.1,11,37.505292
-0.82,33,37.562889
-1.46,147,37.820946
-1.53,154,38.103487
-0.28,29,38.155108
-0.88,89,38.307823
-1.64,165,38.603989
-3.51,352,39.228207
-0.64,15,39.253468
-0.91,42,39.326381
-0.94,45,39.404017
-1.49,150,39.659646
-0.8,31,39.714056
-0.91,42,39.7868
-1.06,107,39.974117
-0.98,99,40.15542
-0.68,19,40.189285
-1.69,170,40.480989
-0.52,3,40.486328
-1.85,136,41.194503
-0.78,29,41.246976
-0.78,29,41.298786
-0.55,6,41.310165
-0.62,63,41.421187
-4.95,496,42.294574
-1.0,51,42.383806
-0.69,20,42.419105
-0.51,2,42.422665
-1.47,148,42.679668
-0.63,14,42.703974
-1.45,196,43.047979
-0.63,14,43.072277
-0.53,4,43.079337
-1.86,137,43.323403
-1.48,99,43.493199
-0.88,39,43.559957
-0.59,10,43.577051
-0.51,2,43.580621
-0.59,10,43.597522
-0.25,26,43.655385
-0.27,28,43.703595
-0.55,6,43.713803
-1.14,115,43.91281
-0.83,34,43.972262
-0.52,3,43.977715
-0.58,9,43.993727
-0.75,26,44.040652
-0.61,12,44.062237
-0.73,24,44.11188
-0.65,16,44.145549
-2.74,225,44.565771
-2.18,219,45.451307
-0.62,13,45.473987
-0.88,39,45.542895
-1.16,67,45.660943
-0.69,20,45.695868
-0.49,50,45.782702
-0.55,6,45.794329
-1.54,155,46.085973
-1.0,51,46.176619
-1.29,130,46.415106
-1.38,139,46.67951
-0.59,10,46.700806
-0.6,11,46.724736
-9.01,902,50.987649
-0.6,11,51.007384
-1.22,73,51.138255
-0.54,5,51.147462
-0.62,13,51.171228
-0.84,35,51.233739
-0.58,9,51.249892
-0.59,10,51.267663
-0.51,52,51.358902
-0.72,23,51.39902
-0.58,9,51.415243
-0.69,20,51.450292
-0.83,34,51.510632
-0.34,35,51.581222
-0.57,8,51.595056
-0.78,79,52.255467
-1.77,178,52.569367
-0.65,16,52.599553
-0.57,8,52.615903
-0.63,14,52.641253
-0.44,45,52.719752
-0.97,98,52.8905
