#{"t_start": 1758581180.9774506, "env_id": "None"}
r,l,t
-0.76,77,6.829029
-1.88,189,7.181775
-1.67,168,7.487635
-5.37,488,8.433624
-1.34,135,8.680108
-1.33,84,8.835556
-3.87,338,9.442694
-1.3,81,9.582687
-2.41,192,9.919753
-0.79,30,9.970474
-1.18,119,10.173785
-0.77,28,10.222444
-0.5,1,10.224447
-0.98,49,10.309276
-0.78,29,10.359018
-1.55,156,11.096184
-3.89,390,11.783658
-1.0,51,11.875192
-0.52,3,11.880509
-0.65,16,11.91156
-0.63,14,11.937493
-4.51,452,12.941055
-1.84,135,13.187076
-0.75,26,13.233481
-1.03,54,13.330807
-1.78,129,13.58741
-1.97,198,13.947286
-5.04,505,15.378785
-1.36,187,15.710214
-2.42,193,16.050272
-6.0,601,17.103381
-0.6,11,17.123405
-0.37,38,17.190486
-1.34,135,17.425208
-0.55,6,17.435709
-1.93,194,17.786321
-0.86,37,17.850764
-1.1,111,18.050263
-0.73,74,18.187879
-8.12,813,20.048651
-2.41,242,20.460107
-1.15,116,20.653553
-1.23,124,20.860787
-0.97,48,20.942575
-7.47,748,22.204693
-3.19,320,22.749487
-0.62,13,22.771165
-9.5,1000,24.934129
-9.0,1000,28.189386
-0.5,1,28.191407
-0.81,82,28.333167
-1.14,115,28.97503
-1.17,68,29.089875
-0.5,1,29.091662
-0.64,15,29.117007
-9.0,1000,30.911107
-0.62,13,30.940353
-1.66,167,31.238745
-2.01,202,31.58265
-0.56,57,31.684314
-1.01,102,31.867409
-0.57,58,31.974872
-1.17,68,32.089915
-1.36,137,32.334698
-2.42,243,33.238415
-2.09,210,33.605743
-0.62,63,33.717298
-0.66,17,33.746477
-0.73,24,33.794423
-1.34,85,33.947695
-0.5,1,33.949625
-2.45,246,34.403299
-0.67,68,34.521574
-0.62,13,34.544298
-0.75,26,34.589832
-1.72,173,34.920868
-0.97,98,35.119683
-0.81,82,35.267171
-1.24,75,35.398196
-0.57,8,35.412078
-0.87,38,35.477644
-3.49,350,36.092921
-1.04,55,36.188628
-0.7,21,36.226025
-1.36,137,36.47158
-1.1,111,37.13327
-0.66,67,37.250713
-1.18,69,37.372169
-1.14,65,37.48539
-0.7,21,37.522207
-0.51,2,37.525728
-3.64,365,38.178715
-0.81,32,38.233804
-1.88,189,38.569764
-0.67,68,38.689798
-2.59,260,39.154158
-1.75,126,39.370656
-0.74,25,39.413779
-2.13,214,39.78111
-1.67,218,40.170862
-0.5,1,40.172818
-0.69,70,40.294399
