#{"t_start": 1758581180.982258, "env_id": "None"}
r,l,t
-0.77,78,6.826332
-0.98,49,6.914649
-0.68,19,6.94865
-0.54,5,6.957801
-0.82,33,7.028233
-2.81,232,7.450533
-2.92,293,7.996154
-0.67,18,8.02935
-1.43,94,8.246358
-2.41,192,8.591854
-1.76,127,8.82892
-1.2,71,8.957438
-2.58,259,9.421746
-0.61,12,9.443224
-1.28,129,9.665135
-0.5,1,9.66722
-0.56,7,9.681538
-0.6,11,9.705766
-2.61,212,10.068077
-0.52,3,10.073306
-1.01,52,10.162075
-0.5,1,10.163946
-1.26,127,10.383784
-0.78,29,10.901577
-1.12,63,11.010894
-1.16,67,11.128621
-3.3,331,11.703266
-0.26,27,11.75123
-4.49,450,12.75492
-0.66,17,12.78524
-0.63,14,12.813313
-0.73,24,12.860337
-3.26,277,13.359966
-1.46,97,13.556149
-1.64,165,13.855947
-2.68,269,14.336458
-0.98,149,14.595037
-0.89,40,14.670026
-4.27,677,16.391706
-9.5,1000,18.177475
-0.8,31,18.235869
-2.54,255,18.676023
-3.1,311,19.671186
-1.01,102,19.844532
-9.0,1000,21.536811
-9.5,1000,23.66941
-2.54,255,24.106502
-2.67,268,24.579895
-9.5,1000,26.285937
-4.4,441,29.034786
-0.78,79,29.167638
-0.96,97,29.335254
-1.58,159,29.610808
-1.02,53,29.701579
-0.59,10,29.718543
-1.57,108,29.902283
-0.99,50,29.988157
-2.7,221,30.373657
-4.84,485,31.296383
-0.88,89,31.447806
-1.15,66,31.559107
-1.06,57,31.657368
-1.02,53,31.754663
-1.39,90,31.919778
-4.41,442,33.174594
-9.0,1000,34.99329
-0.85,36,35.070888
-0.53,4,35.080047
-0.64,65,35.201467
-1.12,113,35.398739
-0.88,39,35.4657
-0.89,40,35.540484
-1.33,134,35.77018
-0.91,42,35.842797
-0.8,81,35.987771
-1.49,150,36.252098
-3.82,383,37.396526
-0.39,40,37.465073
-0.91,42,37.538504
-1.31,132,37.768497
-0.06,7,37.780784
-0.98,99,37.964521
-0.65,66,38.083817
-0.52,53,38.17754
-0.59,10,38.194729
-3.07,358,38.824528
-0.2,71,38.94777
-0.52,3,38.953235
-0.54,5,38.962177
-0.5,1,38.964202
-0.63,14,38.992706
-1.74,175,39.303758
-2.05,206,39.656254
