#{"t_start": 1758581180.98827, "env_id": "None"}
r,l,t
-0.92,43,6.757409
-2.2,221,7.166399
-0.5,1,7.168525
-2.51,252,7.631241
-1.51,152,7.915863
-3.31,282,8.475313
-0.01,2,8.478929
-0.88,89,8.641078
-1.31,132,8.884578
-3.93,394,9.58611
-0.64,15,9.612006
-1.55,156,9.886206
-1.05,106,10.067629
-1.38,89,10.2212
-4.66,467,11.495922
-0.63,64,11.608674
-4.57,508,12.713844
-2.96,247,13.167791
-0.76,27,13.216035
-0.77,78,13.35623
-0.27,28,13.411766
-0.18,19,13.451168
-9.5,1000,15.783552
-10.0,1000,17.542262
-0.8,31,17.601358
-9.5,1000,19.80974
-0.91,92,19.966564
-0.9,41,20.036071
-0.9,41,20.106203
-0.74,25,20.152357
-0.51,2,20.15598
-9.5,1000,21.84137
-3.44,345,22.426095
-1.26,127,22.638276
-0.62,13,22.661556
-2.39,240,23.509499
-4.93,544,24.45383
-4.46,497,25.303271
-6.72,673,27.993186
-2.16,217,28.815892
-0.58,9,28.831347
-1.02,53,28.923896
-2.15,216,29.290408
-0.62,13,29.313074
-0.81,32,29.36832
-1.73,124,29.583716
-0.76,27,29.630897
-0.97,48,29.712839
-1.09,60,29.814808
-9.5,1000,31.623223
-0.73,24,31.668212
-0.26,27,31.717521
-2.0,201,32.074113
-0.72,23,32.114327
-4.34,385,33.273503
-0.56,7,33.285977
-2.03,154,33.553486
-0.52,3,33.558833
-0.63,14,33.582961
-1.08,59,33.686789
-3.44,345,34.32516
-0.96,47,34.406433
-0.92,43,34.481044
-0.85,36,34.544363
-1.26,77,34.68213
-2.4,241,35.159819
-1.85,186,35.485631
-0.52,3,35.490897
-1.94,195,35.830059
-2.98,299,36.360999
-0.13,14,36.385567
-1.96,197,37.200254
-0.88,89,37.356173
-0.61,62,37.464503
-0.74,25,37.508221
-0.7,71,37.631618
-4.88,489,38.497667
-0.56,7,38.509567
-1.38,139,38.761784
-1.45,96,38.92819
-0.76,27,38.978393
-0.56,7,38.993773
-0.8,31,39.052607
-0.51,2,39.056406
-1.2,71,39.18125
-2.25,176,39.483395
-0.57,8,39.497085
-0.87,88,39.646785
-1.27,128,39.870332
-0.95,46,39.950764
-0.5,1,39.952671
-0.74,25,39.995996
-1.14,65,40.11741
-1.3,131,40.345238
-1.34,135,40.577036
-0.64,15,40.60342
-0.61,12,40.624079
-0.58,9,40.639657
-1.15,66,41.228125
-0.69,20,41.264771
-0.76,27,41.313319
-0.58,9,41.328977
-0.86,37,41.394591
-1.85,186,41.721242
-0.78,29,41.770992
-2.49,250,42.213649
-0.61,62,42.322064
-0.5,1,42.323932
-0.5,1,42.325798
-0.57,8,42.339824
-0.63,14,42.363852
-0.59,10,42.381436
-0.52,3,42.386818
-0.27,28,42.435467
-0.52,53,42.527295
-0.5,1,42.529282
-0.68,19,42.562044
-1.04,105,42.744137
-1.0,51,42.833619
-0.66,17,42.8631
-2.16,217,43.250587
-0.82,33,43.307185
-0.53,54,43.399074
-1.04,55,43.494692
-0.75,76,43.637242
-9.0,1000,45.943658
-0.9,41,46.021716
-0.6,11,46.041628
-1.13,114,46.243295
-0.76,27,46.292719
-0.74,25,46.342095
-1.03,54,46.439456
-0.18,19,46.474099
-0.55,56,46.573992
-0.69,20,46.613356
-1.06,107,46.829206
-0.94,45,46.909927
-1.5,101,47.103005
-0.27,28,47.154655
-0.9,41,47.225671
-0.99,50,47.315467
-0.63,14,47.342523
-1.82,183,47.670887
-0.6,11,47.689725
-0.63,14,47.713854
