#{"t_start": 1758581180.9918427, "env_id": "None"}
r,l,t
-1.79,180,7.011225
-0.56,7,7.024745
-0.78,29,7.075981
-1.02,53,7.174031
-2.62,213,7.559871
-1.48,149,7.840224
-0.5,1,7.842409
-0.65,16,7.871697
-1.28,79,8.020176
-0.59,10,8.039048
-1.49,100,8.265757
-1.33,84,8.417672
-0.75,26,8.464275
-0.83,84,8.6153
-0.46,47,8.705919
-1.72,173,9.018582
-1.06,57,9.123278
-1.61,162,9.412575
-0.5,1,9.414381
-0.52,3,9.419789
-1.54,105,9.601538
-0.82,33,9.658111
-0.2,21,9.701813
-0.6,11,9.720956
-0.74,25,9.763042
-0.64,65,9.874272
-3.14,265,10.329744
-2.39,190,11.128453
-5.0,551,12.101393
-4.06,407,13.031708
-1.56,107,13.225229
-0.54,5,13.234157
-4.0,401,13.985421
-1.21,72,14.114586
-3.51,352,14.736782
-0.64,15,15.296099
-0.56,7,15.309275
-1.26,127,15.535061
-9.5,1000,17.288977
-0.69,20,17.324481
-1.33,134,17.568973
-0.27,28,17.619501
-3.37,338,18.22846
-9.5,1000,20.402617
-0.96,47,20.481644
-1.34,135,20.706359
-0.56,7,20.718388
-3.79,330,21.278133
-9.0,1000,23.409615
-0.99,50,23.494275
-0.91,42,23.564647
-1.43,144,23.809623
-2.17,168,24.099014
-9.5,1000,25.824128
-0.67,18,25.854796
-1.25,126,26.068768
-4.44,445,28.820926
-9.0,1000,30.542199
-4.0,401,31.321022
-1.72,173,31.614268
-0.51,2,31.617929
-0.52,3,31.623521
-0.77,28,31.676209
-4.56,457,32.968829
-0.75,26,33.013467
-0.75,26,33.057982
-1.04,55,33.153155
-0.98,49,33.23869
-1.51,102,33.416454
-0.55,6,33.426682
-9.0,1000,35.272059
-0.7,21,35.308955
-3.25,326,35.879016
-1.64,165,36.167676
-0.71,22,36.206379
-1.16,67,36.327723
-0.42,43,36.402888
-1.25,126,37.092768
-0.6,11,37.112285
-0.35,36,37.175677
-0.52,3,37.181074
-2.64,265,37.644206
-0.73,74,37.773347
-0.93,94,37.943902
-9.0,1000,39.706463
-0.5,1,39.708688
-4.14,415,40.436898
-0.76,27,40.483949
-0.89,40,40.552903
-0.65,16,40.580705
-1.04,55,41.146405
-0.34,35,41.210154
-0.68,19,41.245228
-0.79,30,41.299165
-1.47,98,41.471452
-2.22,173,41.774662
-0.29,30,41.827452
-1.76,177,42.142795
-2.45,246,42.57102
-0.72,23,42.610757
-1.65,116,42.81242
-1.43,94,42.979232
-0.79,80,43.118653
-1.72,173,43.422987
-0.61,12,43.444339
-0.75,26,43.489202
-0.65,16,43.516725
-1.07,58,43.62862
-0.29,30,43.680553
-0.84,35,43.741291
-1.08,59,43.843113
-1.01,52,43.933523
-0.61,12,43.95437
-0.76,77,44.099274
-0.61,12,44.12515
-0.6,11,44.145885
-0.99,50,44.250845
-2.19,220,44.650594
-0.52,3,44.656605
-0.75,26,44.703916
-4.17,418,45.944318
-0.72,23,45.988028
-2.37,238,46.420089
-1.06,57,46.521403
-0.51,2,46.525053
-0.98,99,46.728483
-0.74,25,46.77641
-2.77,278,47.284461
-1.14,65,47.410141
-1.51,102,47.587576
-0.61,12,47.608415
-0.94,95,47.774834
-0.66,17,47.803816
-1.07,58,47.904565
-1.43,94,48.077559
-0.77,28,50.761193
-0.51,2,50.764744
-1.59,160,51.04891
-0.78,29,51.101849
-0.58,9,51.118463
-0.7,21,51.156412
-0.79,30,51.210249
-0.7,21,51.247882
-0.54,55,51.34426
-0.92,93,51.508541
-1.37,138,52.281388
-1.3,81,52.424638
-0.55,6,52.435066
-0.32,33,52.49338
-0.67,18,52.525377
-0.28,29,52.576178
-0.58,9,52.595343
-0.64,65,52.710499
-0.55,6,52.721552
-0.96,47,52.803037
-0.63,14,52.827704
-0.67,18,52.858785
-0.83,34,52.919424
-0.65,16,52.947468
-0.56,7,52.959321
-0.51,52,53.051241
-1.91,192,53.378711
-0.89,40,53.448961
-0.86,87,53.600904
-0.99,50,53.700979
-1.04,105,53.892238
-0.96,47,53.975737
-0.55,6,53.986316
-0.9,41,54.059682
-0.92,43,54.140182
-1.02,53,54.238549
-0.78,29,54.289381
-0.6,61,54.395416
-3.42,293,54.926276
-0.58,9,54.943131
-0.44,45,55.023456
-0.64,15,55.049227
-0.55,6,55.060309
-0.64,15,55.087817
-0.59,10,55.105289
-2.12,213,55.486472
-0.21,22,55.525007
-0.63,14,55.550525
-0.69,20,55.585392
-0.62,63,55.697091
-0.64,15,55.723614
-0.52,3,55.729153
-0.89,40,56.26164
-0.9,41,56.334084
-0.73,24,56.376049
-0.64,65,56.490154
-0.6,11,56.509166
-0.58,9,56.525155
-0.54,55,56.621772
-0.63,14,56.646533
-0.58,9,56.661827
-1.54,105,56.857513
-0.57,8,56.871314
-0.56,57,56.972316
-2.22,173,57.273305
-0.67,18,57.305543
-0.58,59,57.410153
-0.79,30,57.463929
-1.18,119,57.674806
-0.34,35,57.735952
-0.85,36,57.801274
-0.56,7,57.814144
-0.68,19,57.853633
-0.56,7,57.868783
-0.66,17,57.900885
-0.82,33,57.960178
-0.78,29,58.01249
-1.35,136,58.261781
-0.52,3,58.267206
-0.53,4,58.274194
-0.71,22,58.31277
-2.19,170,58.622416
-1.73,124,58.8496
-0.53,4,58.856552
-2.53,204,59.226053
-0.87,38,59.296365
-1.05,106,59.487108
-0.86,37,59.556371
-1.07,58,59.662027
-0.44,45,59.740028
-0.58,9,59.756132
-0.77,28,59.805662
-1.01,52,59.898689
-0.83,34,60.429976
-0.38,39,60.497763
-0.92,93,60.667106
-1.48,99,60.849765
-0.51,2,60.853322
-0.96,47,60.947161
-0.5,51,61.060356
-1.75,176,61.430604
-0.6,61,61.56679
-0.64,65,61.689999
-0.62,63,61.802967
-0.6,11,61.822357
-0.67,18,61.854069
-1.02,53,61.952772
-0.96,97,62.137686
-0.64,15,62.164995
-0.63,14,62.189814
-0.52,3,62.195264
-1.0,51,62.293069
-4.05,406,63.060065
-2.17,168,63.370719
-0.45,46,63.452685
-0.65,16,63.48217
-0.93,44,63.562825
-0.7,21,63.601678
-0.58,59,63.713074
-0.98,49,63.805733
-0.5,1,63.80817
-0.58,9,63.825938
-0.39,40,63.903481
-0.85,36,63.968693
-0.6,11,63.987805
-0.98,99,64.173541
-0.54,5,64.18365
-0.78,79,64.804557
-0.9,41,64.880018
-0.66,17,64.912339
-0.53,4,64.919558
-2.33,234,65.354742
-0.73,24,65.399762
-0.38,39,65.469334
-0.59,10,65.486761
-0.67,18,65.521404
-0.56,57,65.624087
-1.43,144,65.884806
-0.64,15,65.912661
-0.65,16,65.942827
-0.66,17,65.973261
-0.17,18,66.0052
-1.5,101,66.184451
-0.5,1,66.186265
-0.23,24,66.232963
-0.83,34,66.293655
-0.81,32,66.348643
-0.65,16,66.377405
-0.7,21,66.415289
-1.18,69,66.536618
-0.94,95,66.710886
-0.58,9,66.726492
-0.55,6,66.736559
-1.69,120,66.949844
-0.81,32,67.004978
-0.77,28,67.119136
