#{"t_start": 1758581180.9894316, "env_id": "None"}
r,l,t
-1.17,68,6.800995
-0.52,3,6.806361
-2.68,269,7.306329
-1.06,107,7.498997
-1.78,179,7.832533
-0.52,53,7.933266
-3.88,389,8.688947
-1.27,78,8.833647
-0.62,13,8.857049
-1.73,124,9.078404
-0.55,6,9.089249
-1.14,65,9.211649
-2.82,283,9.711216
-1.92,193,10.040709
-1.79,180,10.350887
-5.36,537,11.755026
-0.67,18,11.794184
-1.35,86,11.949965
-3.5,351,12.765908
-0.86,37,12.837882
-4.62,413,13.609459
-1.73,174,13.923882
-0.67,18,13.957109
-1.28,79,14.100363
-1.95,146,14.353624
-0.99,100,14.524579
-1.71,172,15.374525
-6.77,678,16.551525
-0.73,24,16.592919
-0.61,12,16.613114
-2.1,211,16.997352
-0.61,12,17.020753
-0.99,50,17.109653
-0.8,31,17.16469
-1.92,143,17.413726
-0.78,29,17.464575
-0.18,19,17.49846
-9.25,926,19.59189
-9.5,1000,21.287407
-0.3,31,21.340178
-0.91,42,21.41068
-1.38,89,21.560763
-2.27,178,21.860646
-6.68,669,23.434237
-6.89,690,24.626825
-0.51,52,24.715495
-5.91,592,25.730524
-1.89,190,26.052001
-0.59,10,26.069298
-0.7,21,26.105039
-5.8,581,29.090083
-0.53,54,29.18133
-0.57,8,29.195214
-0.72,23,29.234449
-0.7,21,29.270574
-0.73,24,29.312099
-1.98,149,29.569884
-0.6,61,29.675852
-2.06,157,29.943688
-0.89,90,30.095858
-0.73,74,30.224778
-0.94,45,30.306205
-9.5,1000,32.131167
-7.15,716,33.878037
-1.36,87,34.035414
-0.86,37,34.106483
-1.14,115,34.320496
-1.15,66,34.435238
-0.74,25,34.478096
-3.49,300,35.048451
-0.55,6,35.064134
-1.05,56,35.171282
-0.53,4,35.178474
-0.83,34,35.23825
-2.0,201,35.592387
-0.65,16,35.619867
-0.65,16,35.647525
-0.35,36,35.70899
-0.49,50,35.794536
-1.27,128,36.021255
-1.27,128,36.247046
-0.14,15,36.275332
-6.66,667,37.913361
-0.61,12,37.93731
-0.63,14,37.969883
-0.83,34,38.030602
-9.0,1000,39.785566
-0.52,53,39.877937
-0.5,1,39.879773
-3.77,328,40.456658
-0.5,1,40.458602
-1.17,118,41.132672
-3.02,253,41.581276
-1.01,52,41.671244
-0.64,15,41.696888
-0.77,78,41.837012
-1.85,186,42.16753
-1.22,123,42.382141
-0.78,79,42.518991
-0.55,56,42.616765
-2.43,244,43.044818
-0.22,23,43.084577
-2.72,273,43.561357
-1.42,143,43.821469
-0.64,65,43.934019
-0.98,49,44.02011
-0.69,20,44.059702
-0.3,31,44.123543
-0.69,20,44.161863
-0.89,90,44.343981
-1.31,82,44.485474
-1.86,187,45.315573
-0.07,8,45.330176
-0.61,12,45.351807
-0.54,5,45.360741
-0.63,14,45.385419
-0.5,1,45.387367
-2.63,264,45.855726
-0.54,5,45.865977
-0.61,12,45.887252
-1.97,198,46.249729
-0.5,1,46.251588
-0.58,9,46.267811
-1.01,52,46.366869
-3.27,278,46.89221
-4.59,410,47.641025
-0.79,30,47.693999
-0.86,37,47.757995
-0.54,5,47.766846
-0.87,38,47.83236
-0.56,57,47.932984
-0.92,43,48.009982
-0.7,71,50.775211
-0.62,13,50.801109
-1.13,114,51.000669
-0.78,29,51.051138
-0.67,18,51.083051
-0.52,3,51.08895
-0.72,73,51.221422
-0.95,96,51.390391
-1.97,148,52.182451
-0.39,40,52.252412
-0.84,85,52.401922
-0.95,46,52.48329
-0.04,5,52.492188
-0.76,77,52.632684
-0.86,37,52.697257
-0.72,23,52.737983
-0.63,14,52.762548
-9.0,1000,54.541758
-0.71,22,54.582291
-3.48,349,55.208214
-0.63,14,55.234353
-0.66,17,55.266448
-1.27,78,55.407737
-0.69,20,55.443009
-0.81,82,55.587592
-0.62,63,55.699291
-0.18,19,55.73358
-0.81,32,55.79696
-0.94,45,56.330887
-0.73,24,56.372887
-0.52,3,56.378302
-2.3,231,56.788691
-0.49,50,56.882215
-0.07,8,56.896119
-1.03,54,56.993179
-8.16,867,58.550581
-0.61,12,58.575706
-1.05,56,58.676271
-0.67,68,58.799777
-1.57,158,59.087273
-0.87,38,59.156792
-0.85,86,59.312803
-0.55,56,59.412895
-0.73,74,59.548954
-0.59,10,59.568424
-0.51,2,59.572216
-3.28,329,60.627362
-1.18,69,60.757112
-1.9,191,61.140191
-0.86,37,61.216467
-0.6,11,61.236183
-0.66,17,61.278661
-0.73,74,61.438678
-0.62,63,61.576576
-0.62,13,61.600518
-0.73,24,61.649389
-0.54,5,61.65874
-1.84,185,61.993212
-1.07,58,62.105258
-0.31,32,62.165453
-1.22,73,62.303945
-0.59,10,62.324084
-1.49,150,62.609118
-0.5,1,62.611171
-1.25,126,62.847676
-0.55,6,62.858661
-0.53,4,62.866181
-0.69,20,62.904109
-0.55,6,62.916277
-1.96,147,63.193139
-0.55,6,63.203498
-0.55,6,63.214279
-0.74,25,63.258234
-0.6,11,63.278521
-0.6,11,63.29871
-0.61,12,63.320162
0.09,42,63.396636
-0.59,10,63.414622
-0.24,25,63.458692
-0.6,61,63.570774
-0.72,23,63.613365
-0.67,18,63.648516
-0.58,9,63.665129
-1.04,55,63.766731
-0.79,30,63.826051
-0.61,12,63.849841
-0.55,6,63.861056
-0.29,30,63.918444
-0.95,46,64.001855
-0.7,21,64.039821
-5.66,567,65.567048
-1.2,71,65.697489
-1.02,53,65.793034
-1.14,65,65.909246
-0.55,6,65.920845
-0.65,16,65.95057
-0.7,21,65.987896
-0.55,6,65.998556
-0.71,22,66.038236
-6.19,620,67.268293
-0.37,38,67.3395
-0.79,30,67.395093
-0.51,2,67.39879
-0.47,48,67.485551
-1.29,80,67.628256
-0.54,5,67.637101
-0.73,24,67.681433
-1.32,83,67.830435
-0.5,1,67.832292
-0.67,18,67.863992
-0.36,37,67.933582
-0.67,18,67.96568
-0.56,7,67.977977
-1.26,77,68.119534
-0.96,47,68.202667
-0.44,45,68.284779
-1.05,56,68.388433
-1.19,70,68.511165
-1.38,139,69.196582
-0.79,80,69.337733
-0.1,11,69.357577
-1.8,181,69.692791
-0.28,29,69.744184
-0.55,56,69.845217
-0.67,18,69.877334
-0.54,5,69.886195
-0.74,25,69.933323
-0.63,14,69.958406
-0.6,11,69.978002
-0.61,12,69.999761
-0.65,16,70.02866
-0.59,10,70.046552
-0.84,35,70.109242
-0.55,6,70.120082
-1.08,109,70.312804
-0.15,16,70.340742
-0.81,32,70.39839
-0.68,19,70.439262
-0.47,48,70.525148
-0.45,46,70.606062
-0.78,29,70.65902
-0.79,30,70.71137
-1.08,59,70.817444
-0.84,35,70.879895
-0.91,92,71.04187
-0.71,22,71.080068
-0.89,90,71.239163
-0.67,18,71.270571
-0.41,42,71.34652
-0.05,6,71.357214
-0.59,10,71.375515
-0.57,58,73.54039
-0.73,24,73.591629
-1.25,76,73.733361
-0.56,7,73.746035
-0.6,11,73.767225
-0.58,9,73.783167
-0.5,1,73.78501
-0.5,1,73.786864
-0.67,18,73.819502
-0.11,12,73.843041
-0.9,41,73.921418
-0.6,11,73.941331
-1.49,100,74.120239
-0.61,12,74.14143
-0.91,42,74.216319
-0.86,37,74.282273
-0.53,4,74.289607
-1.29,80,74.42947
-1.01,52,74.52054
-0.44,45,74.597825
-0.51,2,74.601496
-0.52,3,74.607614
-1.27,78,74.75176
-0.7,21,74.788769
-0.54,55,75.35455
-1.1,61,75.461463
-0.78,79,75.597301
-0.19,20,75.633843
-0.24,25,75.682776
-0.73,74,75.815296
-1.42,93,75.980228
-0.6,11,75.999515
-0.55,6,76.009818
-1.36,187,76.337262
-0.94,45,76.41716
-0.65,16,76.445277
-0.96,47,76.529724
-0.99,100,76.719713
-0.52,3,76.73009
-0.69,20,76.772858
-0.58,9,76.791389
-1.0,51,76.885709
-0.15,16,76.914807
-0.77,78,77.052369
-0.76,27,77.101573
-3.25,276,77.595591
-0.92,43,77.671049
-0.23,24,77.713186
-0.86,37,77.783598
-0.71,22,77.822174
-0.31,32,77.878157
-0.29,30,77.931413
-0.51,2,77.935616
-0.58,9,77.952584
-1.41,92,78.117305
-0.57,8,78.131345
-0.79,30,78.18346
-0.62,13,78.206359
-0.6,11,78.226184
-0.54,5,78.235132
-0.54,5,78.244022
-0.84,35,78.304962
-0.57,8,78.31884
-0.51,2,78.322335
-0.56,7,78.334372
-0.76,27,78.380453
-0.27,28,78.429281
-0.29,30,78.481149
-0.62,13,78.503697
-0.59,10,78.520996
-0.64,15,78.547646
-0.22,23,78.589058
-0.75,26,78.634368
-0.53,4,78.641325
-0.58,9,78.657979
-3.38,339,79.708676
-0.83,34,79.861968
-0.75,26,79.909098
-0.54,5,79.917726
-1.23,124,80.132969
-0.8,31,80.189682
