#{"t_start": 1758581180.9906166, "env_id": "None"}
r,l,t
-5.46,547,7.685478
-4.02,403,8.47096
-4.4,491,9.364117
-3.05,306,9.897613
-0.54,5,9.907108
-2.34,185,10.224313
-1.08,59,10.3257
-1.23,74,10.92225
-1.34,85,11.067998
-2.63,214,11.43945
-1.79,180,11.75872
-0.68,19,11.798546
-0.54,5,11.807079
-0.98,49,11.895146
-0.7,21,11.933964
-1.23,124,12.149941
-0.77,28,12.20954
-0.56,57,12.489092
-1.04,105,12.681934
-0.8,31,12.73934
-0.57,8,12.754098
-1.46,97,12.933709
-0.96,47,13.017122
-0.59,10,13.038188
-2.34,185,13.373315
-2.0,201,13.758831
-1.41,92,13.926839
-2.14,215,14.307357
-0.87,88,14.457894
-1.33,84,14.607852
-1.27,78,14.755797
-5.91,642,16.407407
-0.94,45,16.483822
-9.0,1000,18.278207
-0.22,23,18.320783
-6.01,602,19.811155
-9.5,1000,21.503265
-0.56,7,21.515238
-0.52,3,21.52032
-0.65,16,21.547448
-0.51,2,21.551125
-1.37,138,21.783633
-0.5,1,21.785532
-9.5,1000,23.920493
-0.96,97,24.088077
-2.57,258,24.544019
-0.4,41,24.613691
-5.75,576,25.60368
-0.82,83,25.742767
-7.85,786,29.075236
-1.1,111,29.264094
-0.52,3,29.269529
-1.81,182,29.5854
-4.77,478,30.410881
-0.72,23,30.450027
-1.31,82,30.619123
-0.57,8,30.63781
-6.51,702,31.913659
-1.74,175,32.219595
-0.92,43,32.296621
-1.58,109,32.969876
-2.33,284,33.462079
-0.99,50,33.551334
-0.89,40,33.620556
-0.62,13,33.644669
-1.76,177,33.965558
-0.24,25,34.011063
-0.74,25,34.059221
-0.58,9,34.076366
-1.08,59,34.192899
-1.12,63,34.305415
-1.84,135,34.540114
-0.52,3,34.545595
-0.68,19,34.578846
-1.24,125,34.806163
-0.92,93,34.997177
-1.0,51,35.104991
-1.69,120,35.320602
-0.87,38,35.38555
-3.68,369,36.032793
-0.65,16,36.060786
-0.5,1,36.062797
-0.55,6,36.07331
-0.8,31,36.126554
-0.7,71,36.254083
-1.5,151,36.522062
-0.4,41,37.061005
-0.73,24,37.102756
-0.88,39,37.171646
-0.93,94,37.336444
-0.56,57,37.43676
