#{"t_start": 1758581180.974942, "env_id": "None"}
r,l,t
-0.77,28,6.743292
-1.26,77,6.881467
-1.67,118,7.104779
-2.29,230,7.523712
-2.02,153,7.810903
-0.52,3,7.816313
-1.6,111,8.023011
-0.82,33,8.085065
-0.57,8,8.099532
-1.54,105,8.334693
-0.21,22,8.373834
-1.69,120,8.589283
-1.29,80,8.742632
-3.95,346,9.366398
-1.06,57,9.467473
-1.27,78,9.600913
-1.09,110,9.797312
-1.23,74,9.924156
-0.56,7,9.935954
-2.6,261,10.383787
-3.8,381,11.510947
-0.91,42,11.584355
-0.9,41,11.657151
-2.64,265,12.135491
-0.52,3,12.140909
-0.85,36,12.212274
-1.12,63,12.504152
-3.99,400,13.237857
-0.87,38,13.306466
-2.13,214,13.719101
-0.87,38,13.78435
-2.09,210,14.164633
-0.82,83,14.308703
-1.69,120,14.513406
-0.5,1,14.515266
-1.66,167,15.355614
-1.01,52,15.449132
-0.55,6,15.459651
-1.14,65,15.575603
-2.18,219,15.960894
-9.5,1000,17.723814
-1.47,148,17.985743
-0.59,10,18.003228
-0.8,81,18.152913
-0.96,47,18.240951
-9.5,1000,20.415328
-1.13,114,20.60589
-0.75,26,20.649231
-7.42,743,21.905437
-0.71,22,21.942754
-3.25,276,22.410465
-0.66,17,22.438908
-6.63,664,24.006395
-0.8,31,24.060852
-0.57,8,24.074761
-1.56,157,24.344019
-9.5,1000,26.065946
-0.53,4,26.073102
-1.3,81,26.211024
-3.22,323,28.311418
-7.06,707,29.967843
-1.09,60,30.069346
-0.42,43,30.142777
-0.5,1,30.144722
-0.97,48,30.227998
-2.8,331,30.871989
-2.25,226,31.281007
-0.86,37,31.344296
-1.69,170,31.6325
-0.97,48,31.721997
-0.99,100,31.901274
-0.53,4,31.909831
-0.63,14,31.935833
-1.63,114,32.132861
-0.97,98,32.307735
-9.75,976,34.529285
-0.89,40,34.599277
-0.56,7,34.611536
-0.83,34,34.673425
-0.83,34,34.734029
-1.63,114,34.962396
-0.48,49,35.060422
-0.42,43,35.149298
-0.96,47,35.233187
-0.97,48,35.318368
-1.71,122,35.533762
-2.89,290,36.039064
-0.5,1,36.04103
-2.31,182,36.363227
-4.94,495,37.698713
-0.68,19,37.732084
-0.21,22,37.770414
-0.76,27,37.818807
-1.13,64,37.931274
-0.79,30,37.994411
-0.94,45,38.074482
-1.55,106,38.259763
-0.84,35,38.319934
-0.51,2,38.323435
-0.79,30,38.376066
-1.68,169,38.679899
-0.26,27,38.726705
-0.87,38,38.791646
-0.65,16,38.818985
-0.73,24,38.86052
-1.44,95,39.035473
-1.55,156,39.308855
-1.83,184,39.624279
-0.67,18,39.654571
-0.34,35,39.715789
-2.2,221,40.108861
-0.85,36,40.173169
-0.9,41,40.245908
-0.58,9,40.261303
-0.85,36,40.322407
-0.84,85,40.467077
-1.11,62,40.574531
-0.6,11,40.593543
-0.65,66,41.178629
-1.42,93,41.347247
-9.5,1000,43.102217
-0.87,38,43.168815
-0.5,1,43.171671
-1.53,154,43.441201
-0.62,13,43.464241
-0.6,11,43.483115
-0.91,92,43.653696
-0.52,3,43.658855
-0.63,14,43.683052
-1.19,120,43.890597
-0.21,22,43.929027
-0.09,10,43.946233
-0.59,10,43.963925
-1.19,70,44.09438
-0.64,15,44.124147
-1.24,75,44.278435
-0.24,25,44.327866
-2.52,203,44.69293
-0.84,35,44.756227
-0.63,14,44.781537
-1.04,55,45.369483
-1.14,65,45.483239
-0.71,22,45.521747
-1.72,123,45.737639
-0.73,24,45.779373
-0.59,10,45.797697
-0.52,3,45.803499
-3.57,358,46.463033
-0.72,23,46.505315
-0.69,20,46.539655
-0.57,8,46.553334
-0.66,67,46.691828
-0.68,19,46.732642
-0.53,4,46.740994
-3.34,285,47.264857
-0.7,21,47.302716
-0.66,67,47.431821
-0.34,35,47.492082
-0.72,23,47.532407
-0.63,14,47.556452
-1.07,58,47.658677
-3.31,332,50.885318
-1.23,124,51.102847
-0.56,7,51.115897
-0.66,17,51.147294
-0.38,39,51.216988
-0.53,4,51.224741
-1.22,73,51.353594
-0.65,16,51.381999
-0.26,27,51.429475
-0.66,117,52.166519
-0.25,26,52.212123
-1.18,69,52.332788
-0.61,12,52.35416
-0.87,38,52.421512
-0.58,9,52.437479
-0.37,38,52.50438
-0.79,30,52.557173
-0.38,39,52.630882
-0.63,14,52.655575
-0.51,2,52.659264
-0.52,3,52.664434
-0.72,23,52.704396
-1.24,75,52.835459
-0.59,10,52.852624
-0.58,9,52.868268
-1.01,52,52.960479
-0.24,25,53.003582
-0.91,42,53.077922
-0.59,10,53.095466
1.32,118,53.295598
-2.71,222,53.692312
-1.35,86,53.852416
-1.2,71,53.977985
-1.31,82,54.127824
-0.65,16,54.156458
-0.62,13,54.180338
-0.68,69,54.305667
-1.38,89,54.462
-0.61,62,54.574721
-0.95,46,54.658907
-0.84,85,54.811117
-0.51,2,54.814692
-1.26,77,54.955763
-1.05,56,55.055164
-1.55,156,55.334807
-1.14,65,55.451331
-0.76,27,55.499413
-0.64,15,55.525404
-1.02,53,55.619807
-0.85,36,55.683582
-0.79,30,55.736421
-0.65,16,55.769309
-0.6,11,55.790942
-0.7,21,56.283528
-0.78,29,56.334413
-0.69,20,56.369276
-0.62,13,56.39223
-0.43,44,56.469757
-0.56,7,56.482038
-1.26,77,56.616343
-1.46,147,56.885894
-0.38,39,56.955189
-0.81,32,57.012738
-0.17,18,57.043906
-0.82,33,57.100207
-0.66,17,57.129728
-0.89,40,57.199766
-0.59,10,57.217144
-1.1,61,57.323935
-0.6,11,57.343103
-0.75,26,57.389362
-2.42,243,57.821184
-0.72,23,57.867719
-0.76,27,57.921084
-0.59,10,57.939203
-1.56,107,58.13704
-0.82,33,58.196421
-1.59,110,58.392732
-0.58,9,58.409209
-0.58,9,58.425706
-0.59,10,58.443878
-0.98,49,58.532199
-0.92,43,58.612458
-0.56,7,58.624669
-0.53,4,58.631813
-0.36,37,58.698981
-0.6,11,58.718214
-0.32,33,58.779751
-0.86,37,58.846801
-0.88,39,58.922095
-0.68,69,59.043051
-0.74,25,59.088107
-0.43,44,59.168971
-1.45,146,59.432807
-4.22,423,60.661819
-2.68,269,61.199737
-0.86,37,61.270447
-0.45,46,61.383889
-0.67,18,61.415653
-0.51,2,61.419454
-0.54,5,61.428287
-0.72,23,61.489605
-0.63,14,61.521964
-1.24,75,61.665278
-0.58,59,61.770971
-0.64,65,61.885879
-0.06,7,61.89997
-0.48,49,61.990684
-0.73,24,62.033729
-1.08,109,62.240693
-0.8,31,62.301195
-0.62,13,62.328676
-0.89,40,62.408192
-0.98,49,62.500059
-1.01,52,62.59816
-0.65,16,62.627155
-1.4,91,62.798763
-0.69,20,62.835613
-1.67,118,63.05494
-2.97,248,63.511062
-0.56,7,63.523717
-1.15,66,63.646032
-1.33,84,63.8036
-0.77,28,63.859823
-0.89,40,63.936155
-0.97,48,64.023012
-1.06,57,64.127196
-1.14,115,64.819112
-0.92,43,64.898232
-1.73,124,65.127738
-0.76,27,65.175131
-0.34,35,65.249898
-0.87,38,65.318029
-1.03,54,65.416053
-1.79,130,65.651616
-0.75,26,65.700106
-0.6,11,65.720568
-0.84,35,65.784086
-0.6,11,65.803483
-0.67,18,65.835244
-2.27,228,66.247136
-0.48,49,66.334054
-0.6,11,66.352643
-0.54,5,66.361416
-0.59,10,66.379557
-0.56,7,66.391968
-1.2,71,66.518187
-1.04,55,66.618239
-0.89,90,66.779505
-1.38,89,66.937919
-0.69,70,67.06503
-1.81,182,67.515317
-0.75,26,67.561377
-0.29,30,67.614381
-1.14,115,67.823164
-1.04,105,68.014214
-0.68,19,68.051123
-0.55,6,68.061553
-0.66,17,68.091825
-0.88,39,68.161827
-1.7,121,68.382853
-1.47,148,69.084757
-0.63,14,69.109099
-0.86,37,69.173713
-0.73,74,69.303985
-0.12,13,69.326846
-1.33,84,69.486377
-0.35,36,69.549697
-1.05,106,69.742531
-0.8,31,69.797503
-1.36,137,70.046247
-0.61,12,70.067863
-0.66,17,70.098192
-0.11,12,70.119411
-1.04,105,70.305175
-0.53,4,70.312165
-0.7,21,70.349437
-0.51,2,70.352945
-1.05,56,70.461718
-0.55,6,70.473029
-0.76,27,70.520053
-0.1,11,70.539067
-0.62,13,70.561938
-0.57,8,70.576362
-0.53,4,70.583488
-0.68,119,70.795966
-0.28,29,70.847545
-0.54,55,70.944839
-0.52,3,70.950242
-0.65,16,70.977883
-0.25,26,71.023276
-0.96,47,71.106427
-0.5,51,71.197899
-0.63,64,71.311005
-0.67,18,71.343015
-0.65,16,71.371129
-0.64,15,71.398807
-0.62,13,71.424319
-0.71,22,73.520562
-0.83,34,73.589556
-1.56,107,73.790101
-0.36,37,73.859227
-0.62,13,73.883607
-0.86,37,73.953497
-0.74,25,73.998951
-0.6,11,74.019119
-0.5,1,74.020966
-0.54,55,74.118209
-0.51,52,74.211367
-0.66,17,74.241274
-1.31,132,74.474743
-1.46,147,74.736667
-0.8,31,74.792298
-0.87,38,75.328161
-0.7,71,75.452395
-0.58,59,75.554713
-2.91,292,76.076075
-0.55,6,76.086672
-1.12,113,76.285331
-0.33,34,76.344216
-0.02,3,76.349515
-0.6,11,76.369751
-0.85,36,76.433055
-0.5,1,76.435011
-3.15,316,77.026977
-2.88,289,77.547068
-0.52,3,77.552725
-0.8,31,77.60605
-1.16,67,77.723514
-0.71,22,77.763535
-0.66,17,77.797528
-0.57,8,77.8119
-1.08,59,77.914224
-0.8,31,77.972224
-0.84,35,78.035206
-0.6,11,78.05547
-0.57,8,78.069797
-0.5,1,78.071642
-1.05,56,78.169877
-0.95,46,78.251047
-0.57,8,78.26528
-0.58,9,78.281016
-0.59,10,78.298082
-2.89,290,78.80734
-0.23,24,78.85233
-0.59,10,78.86968
-1.56,107,79.50795
-0.69,20,79.543116
-1.0,51,79.63058
-0.58,9,79.648091
-0.61,12,79.670321
-0.51,2,79.674103
-1.61,112,79.965654
-0.66,17,79.995686
-0.71,22,80.033624
-0.35,36,80.095593
-1.19,120,80.306915
-0.66,17,80.336829
-0.76,27,80.383458
-0.94,45,80.462584
-0.14,15,80.488418
-0.5,1,80.490357
-0.51,2,80.494008
-0.81,32,80.549064
-0.93,44,80.626956
-0.76,27,80.674212
-0.8,31,80.730424
-0.57,8,80.744936
-0.95,46,80.827655
-0.61,12,80.848045
-0.77,28,80.896758
-2.65,216,81.284683
-0.69,20,81.320198
-1.01,52,81.411674
-0.59,10,81.428784
-1.04,105,81.612731
-0.59,10,81.629798
-0.95,46,81.710202
-0.64,15,81.737174
-0.64,15,81.763338
-1.18,119,81.978194
-0.61,12,81.999237
-0.29,30,82.052647
-0.56,7,82.064843
-0.58,9,82.081036
-1.29,80,82.221386
-0.87,88,82.376832
-0.72,23,82.417853
-0.79,80,82.557505
-0.58,9,82.573273
-1.06,57,82.675914
-0.63,14,82.700334
-0.67,18,82.73272
-0.96,47,82.818602
-1.58,159,83.111604
-1.19,120,83.785406
-0.61,12,83.806836
-0.69,20,83.84223
-0.64,15,83.869163
-0.8,31,83.925222
-2.97,248,84.373239
-0.52,3,84.37894
-0.5,51,84.470384
-0.71,22,84.509578
-0.97,48,84.594995
-0.67,18,84.627237
-0.57,58,84.729486
-1.26,77,84.866997
-0.78,29,84.917506
-2.1,211,85.300267
-0.86,37,85.369282
-0.73,24,85.411365
-0.82,33,85.46928
-0.63,64,85.583124
-0.65,16,85.611117
-0.68,19,85.644008
-1.57,108,85.83468
-0.88,39,85.902019
-0.87,38,85.969673
-2.92,243,86.408439
-0.85,36,86.470706
-0.6,11,86.489651
-0.57,8,86.503455
-0.67,18,86.534823
-0.63,14,86.560395
-1.07,108,86.750148
-0.56,7,86.762515
-0.29,30,86.81654
-0.94,95,86.986918
-0.75,26,87.033393
-0.52,3,87.038943
-1.85,136,87.711691
-0.56,7,87.72466
-0.97,48,87.810343
-0.58,59,87.913156
-1.27,78,88.04978
-0.25,26,88.095695
-0.65,16,88.12435
-0.35,36,88.18733
-0.68,19,88.224962
-0.81,32,88.292166
-0.55,6,88.30366
-0.52,3,88.309262
-0.51,2,88.313057
-0.83,34,88.372588
-0.52,3,88.378215
-1.1,61,88.484358
-0.15,16,88.514052
-0.69,20,88.549338
-0.5,1,88.551156
-1.63,114,88.750741
-1.02,53,88.844494
-0.62,13,88.867306
-0.82,33,88.925894
-0.91,42,88.999858
-0.63,14,89.025628
-0.93,44,89.10431
-0.63,14,89.129237
-1.14,65,89.244076
-1.26,127,89.474877
-0.61,12,89.495906
-0.54,5,89.505019
-0.5,1,89.507003
-0.58,9,89.522868
-0.5,1,89.524762
-1.42,93,89.692617
-0.71,22,89.733078
-0.69,70,89.862862
-0.59,10,89.879959
-0.61,12,89.901438
-0.62,13,89.925889
-0.66,17,89.9558
-0.64,15,89.982892
-0.65,16,90.011851
-0.56,7,90.024569
-0.56,7,90.037681
-0.63,14,90.064058
-0.56,7,90.07633
-1.07,58,90.184021
-0.95,46,90.267753
-0.89,40,90.34335
-0.85,36,90.408948
-0.15,16,90.43785
-0.65,16,90.46598
-0.91,42,90.53986
-0.51,2,90.543356
-0.6,11,90.564833
-0.03,4,90.572081
-0.68,19,90.607855
-0.62,63,90.729702
-0.54,5,90.738718
-0.96,47,90.824201
-0.73,24,90.867306
-0.67,18,90.899503
-0.1,11,90.919629
-0.72,23,90.96137
-0.79,30,91.015105
-0.3,31,91.0711
-0.61,12,91.092409
-0.57,8,91.106319
-0.72,23,91.146976
-0.68,19,91.180794
-0.9,41,91.253729
-0.54,55,91.352904
-0.33,34,91.935485
-0.42,43,92.017029
-0.53,4,92.025052
-0.25,26,92.07732
-0.33,34,92.141665
-0.78,29,92.194215
-0.51,2,92.197897
-0.89,40,92.268891
-0.54,5,92.277905
-0.82,33,92.336983
-0.58,9,92.35236
-0.61,12,92.373917
-0.16,17,92.406258
-0.59,10,92.427497
-3.14,315,92.994559
-0.29,30,93.047735
-0.75,26,93.094914
-0.21,22,93.133886
-0.88,89,93.294113
-0.8,31,93.350372
-0.88,39,93.421547
-0.67,18,93.458173
-0.43,44,93.540209
-0.56,7,93.552941
-0.75,26,93.599739
-0.57,8,93.613799
-0.78,29,93.665407
-0.52,3,93.670958
-0.6,11,93.691251
-0.51,2,93.69518
-0.62,63,93.808441
-1.03,104,95.68442
-0.63,14,95.711343
-0.57,8,95.727478
-0.63,14,95.755797
-0.45,46,95.904914
-1.61,112,96.123035
-0.54,5,96.133396
-0.5,1,96.13535
-0.63,64,96.266175
-1.17,68,96.396027
-0.7,21,96.436164
-0.62,13,96.462489
-0.81,32,96.549172
-0.79,30,96.613293
-0.69,20,96.651515
-0.75,26,96.7017
-0.58,9,96.718916
-0.8,81,96.867741
-0.76,27,96.917695
-0.11,12,96.940363
-0.56,7,96.953182
-0.06,7,96.966575
-0.24,25,97.012146
-0.62,13,97.036554
-0.8,31,97.093898
-1.22,73,97.227638
-1.47,98,97.404687
-0.64,15,97.432019
-0.66,17,97.462027
-0.56,7,97.47453
-0.35,36,98.572815
-0.2,21,98.624635
-0.83,34,98.705652
-0.58,9,98.735672
-0.96,47,98.871589
-0.13,14,98.910072
-0.1,11,98.934961
-0.26,27,98.989565
-0.71,22,99.034844
-0.64,15,99.069514
-0.72,23,99.116746
-0.67,18,99.154974
-0.23,24,99.205413
-0.6,11,99.22745
-0.64,15,99.260499
-0.54,5,99.271358
-0.57,8,99.287644
-0.29,30,99.344059
-0.25,26,99.392659
-0.7,71,99.52154
-0.59,10,99.540224
-0.33,34,99.610241
-0.21,22,99.653547
-0.5,1,99.656084
-0.57,8,99.672201
-0.62,13,99.700829
-2.21,172,100.064712
-0.84,35,100.130298
-0.5,1,100.132345
-0.46,47,100.222079
-1.17,68,100.348352
-0.67,18,100.381577
-0.84,35,100.447368
-0.53,4,100.45452
-0.6,11,100.475106
-1.2,71,100.602525
-0.71,22,100.641819
-0.73,24,100.687444
-1.13,64,100.80821
-0.15,16,100.84193
-0.5,1,100.843884
-0.34,35,100.90799
-0.51,2,100.911884
-0.6,11,100.932093
-0.08,9,100.948157
-0.87,38,101.018501
-0.51,2,101.022466
-0.58,9,101.039248
-0.55,6,101.050057
-0.83,34,101.115707
-0.93,44,101.212305
-0.64,15,101.240895
-0.68,19,101.276273
-0.46,47,101.359979
-0.59,10,101.377688
-0.51,2,101.381337
-0.67,68,101.504095
-0.59,10,101.522565
-0.58,9,101.539302
-0.49,50,101.63849
-0.99,50,101.733016
-0.77,28,101.782398
-0.67,18,101.814295
-0.27,28,101.86798
-0.25,26,101.918299
-0.51,2,101.922378
-0.07,8,101.938118
-0.69,70,102.071486
-0.55,6,102.082977
-0.74,25,102.128837
-0.56,7,102.142808
-0.55,6,102.15429
-0.64,15,102.1834
-0.6,11,102.203972
-0.67,68,102.343128
-0.14,15,102.380589
-0.28,29,102.446028
-0.77,28,102.512416
-0.58,9,102.533199
-0.64,15,102.563794
-0.66,17,102.595599
-0.54,5,102.605365
-0.19,20,103.308425
-0.6,11,103.328773
-0.7,21,103.368656
-0.56,7,103.383137
