#{"t_start": 1758581180.9846907, "env_id": "None"}
r,l,t
-1.65,116,6.891779
-1.35,136,7.148491
-2.13,164,7.448357
-1.74,175,7.774132
-0.68,19,7.808806
-1.11,112,8.017611
-1.4,91,8.229131
-2.8,281,8.743934
-2.1,161,9.032961
-0.57,8,9.047359
-1.2,121,9.271225
-1.3,81,9.410802
-1.09,60,9.51641
-3.54,355,10.130899
-0.52,3,10.136093
-0.82,33,10.192378
-1.17,68,10.311049
-0.88,39,10.377857
-0.58,9,10.393593
-2.39,240,11.279575
-0.52,3,11.284947
-5.25,526,12.237494
-0.75,26,12.44768
-0.59,10,12.466662
-0.37,38,12.538841
-0.76,27,12.587111
-0.36,37,12.652387
-2.26,227,13.073345
-1.6,111,13.274018
-0.5,1,13.275894
-1.08,59,13.382769
-4.3,431,14.182549
-0.18,19,14.214803
-0.78,29,14.265445
-1.5,101,14.439731
-0.6,11,14.458513
-0.93,94,14.626888
-0.67,18,14.660112
-0.41,42,14.739639
-0.6,11,14.761407
-4.97,498,16.168997
-0.81,32,16.222962
-0.98,99,16.391179
-0.86,37,16.454021
-1.55,156,16.731004
-2.62,263,17.202413
-0.5,1,17.204273
-0.58,9,17.219477
-8.32,883,18.781864
-0.45,46,18.862188
-1.76,177,19.627719
-1.21,122,19.835339
-0.75,26,19.879502
-0.88,39,19.946072
-7.35,736,21.190669
-2.67,268,21.644175
-9.5,1000,23.776773
-0.89,40,23.845849
-0.5,1,23.847713
-6.94,695,25.05151
-2.14,215,25.425639
-9.13,914,28.974769
-2.73,274,29.441227
-0.96,47,29.52067
-0.51,2,29.524175
-2.07,208,29.884374
-9.5,1000,31.700116
-4.68,469,33.01156
-3.52,353,33.626153
-1.72,123,33.853092
-1.75,176,34.181322
-0.63,14,34.207726
-1.03,54,34.303672
-1.89,140,34.547706
-1.2,121,34.762823
-0.8,81,34.931762
-0.23,24,34.978057
-1.32,83,35.146958
-0.66,67,35.265447
-0.51,2,35.269745
-0.79,30,35.322709
-2.55,256,35.767955
-9.5,1000,38.006256
-1.32,83,38.15466
-1.53,104,38.334458
-2.72,273,38.816585
-1.53,154,39.098918
-1.02,103,39.274697
-0.58,9,39.290535
-0.52,3,39.295856
-0.51,2,39.299538
-0.63,14,39.324177
-1.0,51,39.412215
-0.5,1,39.414034
-0.59,10,39.430964
-1.39,140,39.669463
-0.5,1,39.671308
-1.13,64,39.782764
-0.95,46,39.863199
-1.54,105,40.052668
-0.32,33,40.111716
-0.73,24,40.155164
-1.78,179,40.463087
-0.86,37,40.526903
-4.53,454,41.797611
-0.78,29,41.848509
-0.6,11,41.868351
-0.97,98,42.039451
-1.87,138,42.285035
-0.65,16,42.313476
-1.44,145,42.5654
-0.99,50,42.652389
-1.18,69,42.771815
-1.0,51,42.861264
-0.86,37,42.928215
-0.72,23,42.968717
-3.0,301,43.496002
-0.33,34,43.554175
-0.76,27,43.600245
-1.52,153,43.877481
-0.86,37,43.942302
-0.66,17,43.971929
-2.97,348,44.627409
-0.97,48,44.716302
-0.97,48,45.29069
-5.19,520,46.225984
-0.73,24,46.270361
-0.89,40,46.347581
-0.55,6,46.358411
-0.74,25,46.403977
-0.53,4,46.411046
-0.93,44,46.490471
-0.69,20,46.524822
-0.8,31,46.581635
-0.37,38,46.661905
-0.9,41,46.750019
-1.15,116,46.959349
-0.58,9,46.977947
-0.73,24,47.02515
-0.45,46,47.113091
-0.55,56,47.21184
-0.75,26,47.257438
-7.34,735,51.205672
-0.57,8,51.220801
-1.24,75,51.353152
-0.79,80,51.494068
-0.61,12,51.515344
-0.77,28,51.573314
-0.75,26,51.619398
-0.74,25,52.185106
-1.81,132,52.417611
-1.68,169,52.719273
-0.13,14,52.744688
-1.35,86,52.893607
-0.5,1,52.89547
-1.47,98,53.068576
-0.7,21,53.104648
0.48,202,53.450435
-1.78,179,53.781675
-0.68,19,53.817111
-0.33,34,53.876291
-0.61,12,53.897356
-1.12,63,54.009137
-0.81,32,54.066468
-0.72,23,54.110178
-0.55,6,54.122003
-0.7,21,54.160064
-0.65,16,54.18963
-0.53,4,54.197032
-0.22,23,54.240097
-0.15,16,54.268147
-0.72,73,54.395299
-0.88,89,54.555744
-0.51,2,54.559682
-0.92,43,54.638691
-0.57,58,54.745031
-0.93,94,54.912909
-0.57,8,54.927769
-0.16,17,54.959647
-0.57,8,54.973887
-1.15,66,55.091089
-0.5,1,55.09295
-0.74,25,55.136584
-0.55,6,55.147042
-0.51,2,55.150497
-0.61,12,55.171104
-0.58,9,55.18642
-1.28,79,55.330775
-1.06,107,55.521373
-0.46,47,55.604908
-1.15,66,55.721618
-0.75,26,55.773959
-0.59,10,55.792473
-0.73,24,56.290269
-0.67,18,56.321303
-1.64,115,56.52296
-0.55,6,56.533908
-0.68,19,56.566805
-0.55,6,56.577334
-0.65,16,56.604928
-0.61,12,56.626848
-0.82,33,56.684186
-0.5,101,56.87292
-0.81,32,56.929896
-0.88,39,56.999759
-1.37,88,57.151891
-9.0,1000,58.963563
-0.57,8,58.977616
-0.88,39,59.046217
-2.3,281,59.55773
-0.63,14,59.584183
-1.31,82,59.729342
-0.65,16,59.757754
-0.27,28,59.807143
-0.68,19,59.84096
-0.6,11,59.859981
-0.55,6,59.870567
-0.07,8,59.885798
-0.57,8,59.899935
-0.73,24,59.948543
-0.56,7,60.425712
-2.34,235,60.852843
-1.09,60,60.972088
-0.56,57,61.098524
-1.13,64,61.226481
-1.27,78,61.400944
-0.88,39,61.495981
-0.52,3,61.502783
-0.66,17,61.536209
-3.93,394,62.265875
-0.69,20,62.306371
-0.9,91,62.483014
-0.57,8,62.497863
-0.62,13,62.52231
-0.18,19,62.5583
-0.67,18,62.592395
-0.42,43,62.673515
-0.54,5,62.683136
-0.74,25,62.730154
-0.84,35,62.794883
-0.58,59,62.903897
-0.6,11,62.926211
-1.06,57,63.031372
-0.67,18,63.065122
-0.74,25,63.119533
-0.69,70,63.242918
-0.15,16,63.272079
-2.84,534,64.260895
-0.74,25,64.304375
-0.58,9,64.802012
-0.59,10,64.820939
-0.5,51,64.915363
-0.55,6,64.926405
-0.61,12,64.947666
-0.52,53,65.047721
-2.5,201,65.420785
-0.94,45,65.501066
-1.48,149,65.774747
-0.98,49,65.860893
-1.89,190,66.201941
-0.57,8,66.216768
-1.03,54,66.316003
-0.65,16,66.343304
-0.64,15,66.370242
-0.61,12,66.391358
-0.81,32,66.447984
-0.52,3,66.45366
-0.76,27,66.501696
-1.24,75,66.637912
-0.75,26,66.686148
-0.61,12,66.707039
-0.87,38,66.773652
-0.8,31,66.8286
-0.53,4,66.835784
-1.12,63,66.947875
-0.38,39,67.015764
-1.05,56,67.237233
-0.59,10,67.255746
-1.09,60,67.36828
-0.32,33,67.427629
-0.39,40,67.500463
-1.11,62,67.611267
-0.83,34,67.673161
-0.58,59,67.779821
-0.8,31,67.834913
-0.74,75,67.972115
-1.13,64,68.089712
-0.27,28,68.140118
-0.88,89,68.299752
-0.6,11,68.319883
-0.5,1,68.322022
-0.6,11,68.344674
-0.86,37,68.410079
-0.65,16,68.438032
-0.62,13,68.461474
-0.64,15,68.487745
-0.56,7,68.50004
-2.85,286,69.455925
-1.04,55,69.552733
-0.5,1,69.554577
-0.6,11,69.576408
-0.77,28,69.626557
-0.55,6,69.637292
-0.58,9,69.653513
-0.72,23,69.695551
-0.58,9,69.711481
-0.58,9,69.727322
-0.66,17,69.757792
-0.74,25,69.802007
-0.39,40,69.874643
-0.64,15,69.901699
-0.61,12,69.925365
-0.77,28,69.975072
-0.51,2,69.978839
-0.61,12,70.000587
-1.1,61,70.110072
-0.53,4,70.117595
-1.93,144,70.371516
-0.63,14,70.397422
-0.63,14,70.422146
-0.38,39,70.500207
-0.32,33,70.557841
-0.63,14,70.582891
-1.02,53,70.677804
-0.53,4,70.68476
-1.01,52,70.776334
-0.47,48,70.862568
-1.36,87,71.016151
-0.35,36,71.079281
-0.7,21,71.118812
-0.12,13,71.141076
-0.58,9,71.156568
-0.55,6,71.166933
-0.71,22,71.205741
-0.67,68,71.325819
-0.7,21,71.364084
-0.64,15,71.391751
-0.57,8,71.407007
-0.51,2,71.410826
-0.69,20,71.446986
-0.65,16,73.533842
-0.85,36,73.606936
-0.5,1,73.608817
-1.5,101,73.79682
-0.53,4,73.804266
-0.6,11,73.823969
-0.68,19,73.861264
-0.72,73,73.996454
-0.41,42,74.072058
-0.76,27,74.119591
-0.63,14,74.143955
-1.79,130,74.374876
-0.6,11,74.394086
-0.75,76,74.527105
-1.15,66,74.645731
-0.52,3,74.651213
-0.7,21,74.688649
-0.67,18,74.720519
-0.5,1,74.722716
-0.58,9,74.739838
-0.55,56,75.307368
-0.51,2,75.311568
-0.63,14,75.336088
-0.5,1,75.338012
-0.58,9,75.353827
-2.57,258,75.812797
-0.62,13,75.836407
-0.63,64,75.949826
-0.99,50,76.036798
-1.48,149,76.298599
-0.99,50,76.386589
-0.6,61,76.494948
-1.05,56,76.594366
-0.75,26,76.640109
-0.53,4,76.647775
-0.56,7,76.660569
-0.68,19,76.701808
-0.94,45,76.801769
-0.57,8,76.817342
-0.37,38,76.886744
-0.59,10,76.904596
-0.77,28,76.954061
-0.8,31,77.008578
-0.95,96,77.181956
-0.76,27,77.230185
-1.02,53,77.325138
-0.62,13,77.348778
-0.84,85,77.503281
-1.75,126,77.722941
-0.71,22,77.764701
-1.12,63,77.877562
-0.68,69,78.002475
-0.62,13,78.025887
-0.66,17,78.056836
-0.83,34,78.116339
-0.59,10,78.134041
-0.5,1,78.13584
-0.29,30,78.187927
-0.54,5,78.196715
-0.53,4,78.203943
-0.57,8,78.218219
-0.57,8,78.232627
-2.3,231,78.63535
-0.6,11,78.655641
-1.44,145,78.914539
-2.5,251,79.900618
-1.04,55,79.99833
-2.28,179,80.311674
-0.66,17,80.341206
-0.52,3,80.346601
-0.67,18,80.377807
-0.74,25,80.421868
-0.87,38,80.488098
-0.53,4,80.494942
-0.31,32,80.550542
-1.76,177,80.864294
-1.4,141,81.121876
-0.64,15,81.147872
-0.66,17,81.177364
-1.12,63,81.288048
-0.89,40,81.35953
-0.73,24,81.400357
-1.4,91,81.560076
-0.58,9,81.57544
-0.63,14,81.599667
-0.12,13,81.622106
-1.19,70,81.744932
-0.73,24,81.786697
-0.64,15,81.813082
-0.66,17,81.843339
-0.3,31,81.898306
-1.83,134,82.139112
-0.65,16,82.167335
-0.63,14,82.192359
-0.68,19,82.225714
-0.62,13,82.250021
-3.4,341,82.854596
-1.64,115,83.070611
-0.57,8,83.084766
-0.59,10,83.102262
-0.54,5,83.111303
-0.81,32,83.622098
-2.08,209,84.005423
-1.96,197,84.358566
-0.73,24,84.401237
-0.56,7,84.413662
-0.52,3,84.419031
-0.8,31,84.475013
-1.01,52,84.566474
-0.69,20,84.60343
-0.84,35,84.665659
-0.61,12,84.686598
-0.94,45,84.765666
-0.53,4,84.773065
-0.79,30,84.827126
-0.99,50,84.915056
-0.74,25,84.959676
-0.92,43,85.03636
-0.68,19,85.073504
-0.65,16,85.106807
-0.98,99,85.281798
-0.6,11,85.301928
-1.05,56,85.403687
-0.92,43,85.478786
-0.23,24,85.521488
-0.55,6,85.531927
-0.86,37,85.598116
-0.54,55,85.695514
-1.5,101,85.871665
-0.62,13,85.89435
-0.44,45,85.974603
-0.63,14,85.999458
-0.53,4,86.006526
-0.45,46,86.090815
-0.71,22,86.134136
-0.29,30,86.187878
-0.85,36,86.250303
-0.64,15,86.277344
-0.57,8,86.291477
-0.55,6,86.302193
-0.79,30,86.35421
-0.8,31,86.411339
-1.39,140,86.656221
-0.79,30,86.70914
-0.52,3,86.714679
-1.04,55,86.813216
-0.5,1,86.8152
-1.07,108,87.007874
-0.72,23,87.049991
-0.54,5,87.058916
-1.18,69,87.183259
-1.02,53,87.706036
-0.5,51,87.796951
-0.38,39,87.864684
-0.54,5,87.873585
-0.64,65,87.98877
-1.2,71,88.113007
-0.8,81,88.270741
-0.11,12,88.292142
-0.69,20,88.328008
-0.93,44,88.405149
-0.63,14,88.4296
-2.0,251,88.871614
-0.82,33,88.931088
-0.71,22,88.969137
-0.55,6,88.980033
-0.61,12,89.00125
-0.71,22,89.041651
