#{"t_start": 1758581180.976142, "env_id": "None"}
r,l,t
-1.82,183,7.032158
-2.25,226,7.443979
-0.99,50,7.533235
-0.81,82,7.688513
-1.09,110,7.892524
-0.75,76,8.035138
-0.52,3,8.041237
-1.11,62,8.182635
-0.55,6,8.203351
-0.89,40,8.282924
-1.91,142,8.538658
-1.16,67,8.663708
-2.11,162,8.959645
-1.87,138,9.211362
-1.62,113,9.410303
-0.68,19,9.44381
-5.35,536,10.372365
-1.71,172,11.140149
-2.14,215,11.509952
-0.61,12,11.530518
-1.4,91,11.691586
-0.94,45,11.775274
-0.82,83,11.929588
-0.66,17,11.960868
-2.39,190,12.480819
-2.43,244,12.931445
-0.87,38,12.998352
-0.67,18,13.030898
-0.5,1,13.033053
-0.53,4,13.042184
-0.98,49,13.132313
-0.62,13,13.155481
-1.04,55,13.25468
-1.3,81,13.402659
-1.02,103,13.610948
-0.59,10,13.630377
-1.15,116,13.834913
-0.53,4,13.842241
-1.52,153,14.124339
-1.18,69,14.242591
-0.87,38,14.309456
-0.79,30,14.361314
-2.01,202,14.720002
-0.61,12,14.743449
-2.87,288,15.788002
-10.0,1000,17.545802
-9.5,1000,19.762367
-0.59,10,19.779288
-0.61,12,19.799599
-0.54,5,19.80807
-9.5,1000,21.500433
-0.53,4,21.507289
-9.5,1000,23.639189
-3.22,323,24.191564
-2.46,247,24.629603
-1.14,65,24.741111
-1.7,121,24.947421
-1.31,82,25.087625
-4.83,484,25.91618
-1.46,97,26.080399
-1.46,97,26.245123
-9.5,1000,29.951243
-0.64,15,29.977282
-0.18,19,30.009271
-0.7,71,30.12943
-0.8,81,30.27075
-1.4,141,30.518322
-0.28,29,30.567856
-1.85,186,30.967283
-0.53,4,30.974406
-0.75,26,31.018497
-0.51,2,31.021939
-0.61,12,31.042475
-6.63,664,32.212663
-0.63,14,32.237214
-9.5,1000,34.501434
-1.44,95,34.670421
-4.01,402,35.430737
-0.28,29,35.480718
-0.54,5,35.489893
-9.5,1000,37.714911
-2.15,266,38.195535
-0.91,42,38.267165
-1.51,102,38.443413
-0.52,53,38.545471
-1.19,70,38.667867
-1.33,84,38.812669
-1.62,113,39.017143
-0.74,75,39.153528
-1.75,126,39.370098
-1.06,57,39.46824
-1.0,51,39.554623
-0.59,10,39.571585
-0.2,21,39.607905
-1.16,67,39.723733
-1.11,62,39.831842
-0.57,8,39.845468
-0.6,11,39.864319
-0.66,17,39.894496
-0.64,15,39.921717
-0.72,23,39.960733
-0.57,8,39.974727
-1.23,124,40.200724
-1.52,153,40.46239
-0.65,16,40.490621
-0.86,87,40.641096
-0.77,28,41.159749
-0.39,40,41.232726
-0.5,1,41.234564
-0.55,6,41.245416
-0.8,31,41.301112
-0.9,41,41.374683
-0.98,49,41.460288
